Drug	Disease
DB01628	309900
DB00768	310468
DB00783	310468
DB00904	310468
DB00990	310468
DB01193	310468
DB00211	311360
DB00337	311360
DB00443	311360
DB00573	311360
DB00727	311360
DB00751	311360
DB00918	311360
DB01118	311360
DB01148	311360
DB08803	312910
DB00213	540000
DB00380	540000
DB00413	540000
DB00428	540000
DB00624	540000
DB00687	540000
DB00790	540000
DB00795	540000
DB00808	540000
DB00851	540000
DB00868	540000
DB00880	540000
DB00887	540000
DB00993	540000
DB01189	540000
DB01225	540000
DB01367	540000
DB01203	556500
DB00221	600081
DB00283	600081
DB00328	600081
DB00405	600081
DB00408	600081
DB00484	600081
DB00661	600081
DB00721	600081
DB00822	600081
DB00905	600081
DB01006	600081
DB01017	600081
DB01050	600081
DB01113	600081
DB01120	600081
DB01248	600081
DB00035	600082
DB00454	600082
DB00532	600082
DB00246	600116
DB01267	600131
DB00179	600263
DB00218	600263
DB00276	600263
DB00331	600263
DB00390	600263
DB00468	600263
DB00583	600263
DB00642	600263
DB00657	600263
DB00710	600263
DB00733	600263
DB00757	600263
DB00806	600263
DB00844	600263
DB00863	600263
DB00928	600263
DB00972	600263
DB00995	600263
DB00997	600263
DB01045	600263
DB01210	600263
DB01214	600263
DB01260	600263
DB01291	600263
DB00035	600319
DB00454	600319
DB00532	600319
DB00920	600351
DB01250	600351
DB00180	600467
DB00368	600467
DB00570	600467
DB00692	600467
DB00814	600467
DB00915	600467
DB01203	600467
DB08803	600496
DB08803	600631
DB00169	600634
DB00388	600634
DB00674	600634
DB00750	600634
DB00794	600634
DB00933	600634
DB00967	600634
DB01203	600634
DB00014	600803
DB00285	600803
DB01188	600803
DB00535	600807
DB01225	600807
DB01367	600807
DB00275	600808
DB00351	600808
DB00535	600808
DB00554	600808
DB00605	600808
DB00686	600808
DB00969	600808
DB00975	600808
DB00991	600808
DB01001	600808
DB01169	600808
DB01195	600808
DB01241	600808
DB08801	600808
DB00190	601004
DB00393	601004
DB00859	601004
DB00927	601004
DB01072	601004
DB01088	601004
DB01403	601004
DB01406	601004
DB08803	601042
DB00286	601208
DB00369	601208
DB00384	601208
DB00444	601208
DB00480	601208
DB00650	601208
DB00657	601208
DB00861	601208
DB00889	601208
DB01185	601208
DB01197	601208
DB00624	601318
DB00851	601318
DB00933	601318
DB01427	601318
DB01203	601367
DB01203	601518
DB08803	601608
DB08803	601626
DB00433	601665
DB01151	601665
DB00396	601666
DB00622	601666
DB00876	601666
DB01070	601666
DB01122	601666
DB00162	601682
DB00379	601682
DB00663	601682
DB00829	601682
DB00982	601682
DB01023	601682
DB01033	601682
DB06803	601744
DB00264	601887
DB00321	601887
DB00371	601887
DB00382	601887
DB00387	601887
DB00407	601887
DB00419	601887
DB00490	601887
DB00584	601887
DB00704	601887
DB00982	601887
DB01023	601887
DB01161	601887
DB01175	601887
DB01228	601887
DB01628	601887
DB00275	601888
DB00605	601888
DB00991	601888
DB01001	601888
DB01169	601888
DB01241	601888
DB08801	601888
DB00327	601941
DB01189	601941
DB00252	601942
DB00270	601942
DB00282	601942
DB00335	601942
DB00338	601942
DB00341	601942
DB00390	601942
DB00421	601942
DB00427	601942
DB00437	601942
DB00449	601942
DB00552	601942
DB00583	601942
DB00586	601942
DB00608	601942
DB00624	601942
DB00655	601942
DB00714	601942
DB00731	601942
DB00740	601942
DB00745	601942
DB00751	601942
DB00757	601942
DB00762	601942
DB00820	601942
DB00844	601942
DB00856	601942
DB00864	601942
DB00909	601942
DB00938	601942
DB00958	601942
DB00963	601942
DB01062	601942
DB01064	601942
DB01073	601942
DB01095	601942
DB01128	601942
DB01133	601942
DB01225	601942
DB01237	601942
DB01390	601942
DB01440	601942
DB05271	601942
DB06196	601942
DB06201	601942
DB06268	601942
DB06287	601942
DB08799	601942
DB08802	601942
DB08803	602068
DB00755	602080
DB00477	602096
DB00494	602096
DB00554	602096
DB00933	602096
DB01039	602096
DB00195	602134
DB00208	602134
DB00413	602134
DB00434	602134
DB00542	602134
DB00712	602134
DB00748	602134
DB00751	602134
DB00925	602134
DB00949	602134
DB00968	602134
DB00969	602134
DB01008	602134
DB01351	602134
DB00768	602404
DB00783	602404
DB00904	602404
DB00990	602404
DB01193	602404
DB00271	602439
DB01071	602439
DB00162	602522
DB00310	602522
DB00379	602522
DB00663	602522
DB00829	602522
DB00982	602522
DB01033	602522
DB00624	603165
DB00851	603165
DB00933	603165
DB01427	603165
DB00624	603266
DB00851	603266
DB00933	603266
DB01427	603266
DB00162	603388
DB00379	603388
DB00663	603388
DB00829	603388
DB00982	603388
DB01023	603388
DB01033	603388
DB00252	604278
DB00270	604278
DB00282	604278
DB00335	604278
DB00338	604278
DB00341	604278
DB00390	604278
DB00421	604278
DB00427	604278
DB00437	604278
DB00449	604278
DB00552	604278
DB00583	604278
DB00608	604278
DB00624	604278
DB00655	604278
DB00714	604278
DB00731	604278
DB00740	604278
DB00745	604278
DB00751	604278
DB00757	604278
DB00762	604278
DB00820	604278
DB00844	604278
DB00856	604278
DB00864	604278
DB00909	604278
DB00938	604278
DB00958	604278
DB00963	604278
DB01062	604278
DB01064	604278
DB01073	604278
DB01095	604278
DB01133	604278
DB01225	604278
DB01237	604278
DB01390	604278
DB01440	604278
DB05271	604278
DB06196	604278
DB06201	604278
DB06268	604278
DB06287	604278
DB08799	604278
DB08802	604278
DB00252	604302
DB00270	604302
DB00282	604302
DB00335	604302
DB00338	604302
DB00341	604302
DB00390	604302
DB00421	604302
DB00427	604302
DB00437	604302
DB00449	604302
DB00552	604302
DB00583	604302
DB00608	604302
DB00624	604302
DB00655	604302
DB00714	604302
DB00731	604302
DB00740	604302
DB00745	604302
DB00751	604302
DB00757	604302
DB00762	604302
DB00820	604302
DB00844	604302
DB00856	604302
DB00864	604302
DB00909	604302
DB00938	604302
DB00958	604302
DB00963	604302
DB01062	604302
DB01064	604302
DB01073	604302
DB01095	604302
DB01133	604302
DB01225	604302
DB01237	604302
DB01390	604302
DB01440	604302
DB05271	604302
DB06196	604302
DB06201	604302
DB06268	604302
DB06287	604302
DB08799	604302
DB08802	604302
DB00394	604416
DB00396	604416
DB00436	604416
DB00593	604416
DB00998	604416
DB01255	604416
DB01410	604416
DB04861	604416
DB00181	604827
DB00734	604827
DB01395	604827
DB00252	605021
DB00270	605021
DB00282	605021
DB00335	605021
DB00338	605021
DB00341	605021
DB00390	605021
DB00421	605021
DB00427	605021
DB00437	605021
DB00449	605021
DB00552	605021
DB00583	605021
DB00608	605021
DB00624	605021
DB00655	605021
DB00714	605021
DB00731	605021
DB00740	605021
DB00745	605021
DB00751	605021
DB00757	605021
DB00762	605021
DB00820	605021
DB00844	605021
DB00856	605021
DB00864	605021
DB00909	605021
DB00938	605021
DB00958	605021
DB00963	605021
DB01062	605021
DB01064	605021
DB01073	605021
DB01095	605021
DB01133	605021
DB01225	605021
DB01237	605021
DB01390	605021
DB01440	605021
DB05271	605021
DB06196	605021
DB06201	605021
DB06268	605021
DB06287	605021
DB08799	605021
DB08802	605021
DB00571	605055
DB00264	605218
DB00321	605218
DB00371	605218
DB00382	605218
DB00387	605218
DB00407	605218
DB00419	605218
DB00490	605218
DB00584	605218
DB00704	605218
DB00982	605218
DB01023	605218
DB01161	605218
DB01175	605218
DB01228	605218
DB01628	605218
DB00271	605480
DB00310	605480
DB00346	605480
DB00550	605480
DB01058	605480
DB04571	605480
DB00162	605526
DB00427	605526
DB01255	605804
DB08800	605804
DB00427	605805
DB00162	605839
DB00379	605839
DB00663	605839
DB00829	605839
DB00982	605839
DB01023	605839
DB01033	605839
DB00264	605841
DB00321	605841
DB00371	605841
DB00382	605841
DB00387	605841
DB00407	605841
DB00419	605841
DB00490	605841
DB00584	605841
DB00704	605841
DB00982	605841
DB01023	605841
DB01161	605841
DB01175	605841
DB01228	605841
DB01628	605841
DB00282	605844
DB00338	605844
DB00341	605844
DB00390	605844
DB00399	605844
DB00421	605844
DB00427	605844
DB00449	605844
DB00583	605844
DB00608	605844
DB00624	605844
DB00714	605844
DB00740	605844
DB00757	605844
DB00820	605844
DB00844	605844
DB00864	605844
DB00938	605844
DB00958	605844
DB00963	605844
DB01064	605844
DB01095	605844
DB01101	605844
DB01133	605844
DB01210	605844
DB01229	605844
DB01390	605844
DB01440	605844
DB06196	605844
DB06201	605844
DB08802	605844
DB00199	606054
DB00851	606054
DB00180	606324
DB01203	606324
DB01046	606369
DB00763	606703
DB01039	606703
DB00122	606764
DB00327	606764
DB00477	606764
DB00494	606764
DB00549	606764
DB00569	606764
DB00575	606764
DB00596	606764
DB00699	606764
DB00741	606764
DB00776	606764
DB00804	606764
DB00852	606764
DB00933	606764
DB00984	606764
DB01002	606764
DB01039	606764
DB01058	606764
DB01261	606764
DB00215	606798
DB00175	606842
DB00271	606842
DB00284	606842
DB00469	606842
DB00770	606842
DB00215	606889
DB00318	606889
DB00659	606889
DB00939	606889
DB00945	606889
DB00992	606889
DB00215	607060
DB00215	607154
DB00203	607202
DB00262	607202
DB00307	607202
DB00342	607202
DB00385	607202
DB00481	607202
DB00570	607202
DB00654	607202
DB00674	607202
DB00903	607202
DB01020	607202
DB01114	607202
DB01124	607202
DB01173	607202
DB01186	607202
DB00412	607225
DB00412	607373
DB00768	607411
DB00783	607411
DB00904	607411
DB00990	607411
DB01193	607411
DB00768	607459
DB00783	607459
DB00904	607459
DB00990	607459
DB01193	607459
DB00768	607498
DB00783	607498
DB00904	607498
DB00990	607498
DB01193	607498
DB00768	607499
DB00783	607499
DB00904	607499
DB00990	607499
DB01193	607499
DB00605	607501
DB00264	607508
DB00321	607508
DB00371	607508
DB00382	607508
DB00387	607508
DB00407	607508
DB00419	607508
DB00490	607508
DB00584	607508
DB00704	607508
DB00982	607508
DB01023	607508
DB01161	607508
DB01175	607508
DB01228	607508
DB01628	607508
DB00162	607516
DB00379	607516
DB00663	607516
DB00829	607516
DB00982	607516
DB01023	607516
DB01033	607516
DB00122	607554
DB00140	607554
DB00191	607554
DB00327	607554
DB00457	607554
DB00464	607554
DB00477	607554
DB00494	607554
DB00549	607554
DB00569	607554
DB00575	607554
DB00596	607554
DB00699	607554
DB00741	607554
DB00773	607554
DB00776	607554
DB00804	607554
DB00852	607554
DB00929	607554
DB00933	607554
DB00984	607554
DB01002	607554
DB01039	607554
DB01058	607554
DB01259	607554
DB01261	607554
DB01356	607554
DB01576	607554
DB00412	607616
DB00165	607625
DB00214	607625
DB00424	607625
DB00724	607625
DB01046	607628
DB00315	607631
DB00316	607631
DB00325	607631
DB00384	607631
DB00393	607631
DB00501	607631
DB00844	607631
DB00860	607631
DB00899	607631
DB00947	607631
DB01062	607631
DB01068	607631
DB01399	607631
DB00768	607681
DB00783	607681
DB00904	607681
DB00990	607681
DB01193	607681
DB01162	607682
DB00232	607685
DB00605	607685
DB01001	607685
DB01241	607685
DB01620	607685
DB01623	607685
DB08801	607685
DB01003	607688
DB00226	607822
DB00376	607822
DB00716	607822
DB00767	607822
DB00780	607822
DB00873	607822
DB01013	607822
DB00624	607850
DB00851	607850
DB00933	607850
DB01427	607850
DB00477	608013
DB00203	608033
DB00262	608033
DB00307	608033
DB00342	608033
DB00385	608033
DB00481	608033
DB00654	608033
DB00674	608033
DB00903	608033
DB01020	608033
DB00176	608049
DB00177	608049
DB00186	608049
DB00193	608049
DB00204	608049
DB00213	608049
DB00222	608049
DB00262	608049
DB00268	608049
DB00273	608049
DB00308	608049
DB00324	608049
DB00342	608049
DB00349	608049
DB00369	608049
DB00376	608049
DB00397	608049
DB00413	608049
DB00428	608049
DB00451	608049
DB00489	608049
DB00508	608049
DB00514	608049
DB00519	608049
DB00536	608049
DB00563	608049
DB00570	608049
DB00572	608049
DB00585	608049
DB00589	608049
DB00591	608049
DB00611	608049
DB00652	608049
DB00654	608049
DB00669	608049
DB00679	608049
DB00682	608049
DB00687	608049
DB00716	608049
DB00787	608049
DB00788	608049
DB00795	608049
DB00865	608049
DB00868	608049
DB00869	608049
DB00880	608049
DB00887	608049
DB00953	608049
DB00957	608049
DB00959	608049
DB00993	608049
DB01009	608049
DB01014	608049
DB01017	608049
DB01077	608049
DB01104	608049
DB01124	608049
DB01146	608049
DB01157	608049
DB01177	608049
DB01182	608049
DB01189	608049
DB01194	608049
DB01235	608049
DB01244	608049
DB01258	608049
DB01283	608049
DB01611	608049
DB01046	608088
DB00455	608105
DB00694	608105
DB00162	608217
DB00379	608217
DB00663	608217
DB00829	608217
DB00982	608217
DB01023	608217
DB01033	608217
