drugid,name
DB00714,"(−)-10,11-dihydroxyaporphine"
DB00714,"(6AR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol"
DB00714,"(R)-5,6,6a,7-Tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol"
DB00714,Apomorphin
DB00714,R-(-)-Apomorphine
DB00714,R-(−)-apomorphine
DB00468,(-)-Quinine
DB00468,"(8S,9R)-Quinine"
DB00468,(R)-(-)-Quinine
DB00468,"(R)-(6-Methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol"
DB00468,6'-Methoxycinchonidine
DB00468,Chinin
DB00468,Chinine
DB00468,Chininum
DB00468,Quinina
DB00468,Quinine
DB01129,Clofezone
DB01129,Rabeprazole
DB01222,"(11beta,16alpha)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione"
DB00763,"1-METHYL-1,3-dihydro-2H-imidazole-2-thione"
DB00763,1-Methylimidazole-2(3H)-thione
DB00763,Danantizol
DB00763,Favistan
DB00763,Mercazolyl
DB00763,Methimazole
DB00763,Strumazol
DB00763,Tapazole
DB00763,Thacapzol
DB00763,Thiamazol
DB00763,Thiamazole
DB00763,Thiamazolum
DB00763,Tiamazol
DB00763,USAF el-30
DB00686,Pentosan sulfuric polyester
DB00686,Pentosane polysulfate
DB00686,Pentosani polysulfas
DB00686,Pentosano polisulfato
DB00686,Pentosanpolysulfat
DB00915,1-adamantanamine
DB00915,1-adamantylamine
DB00915,1-aminoadamantane
DB00915,Amantadina
DB00915,Amantadine
DB00915,Amantadinum
DB00915,Amantidine
DB00915,Aminoadamantane
DB00915,"Tricyclo[3.3.1.1(3,7)]decan-1-amine"
DB00915,"Tricyclo[3.3.1.1(3,7)]decan-1-ylamine"
DB00915,"Tricyclo[3.3.1.1(3,7)]decane-1-amine"
DB00915,Viregyt
DB00915,Virosol
DB00611,"(-)-17-(Cyclobutylmethyl)morphinan-3,14-diol"
DB00611,(-)-Butorphanol
DB00611,"(-)-N-Cyclobutylmethyl-3,14-dihydroxymorphinan"
DB00611,Butorfanol
DB00611,Butorphanol
DB00611,Butorphanolum
DB00480,"1-oxo-2-(2,6-Dioxopiperidin-3-yl)-4-aminoisoindoline"
DB00480,"3-(4-Amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione"
DB00480,CC-5013
DB00480,CDC 501
DB00480,IMid-1
DB00480,IMiD3
DB00480,Revlimid
DB00221,Isoetarina
DB00221,Isoetarine
DB00221,Isoetarinum
DB00221,Isoetharine
DB01062,4-(Diethylamino)-2-butynyl alpha-phenylcyclohexaneglycolic acid ester
DB01062,4-Diethylamino-2-butinyl alpha-cyclohexylmandelat
DB01062,4-Diethylamino-2-butynyl alpha-phenylcyclohexaneglycolate
DB01062,"Benzeneacetic acid, alpha-cyclohexyl-alpha-hydroxy-, 4-(diethylamino)-2-butynyl ester"
DB01062,"Cyclohexaneglycolic acid, alpha-phenyl-, 4-(diethylamino)-2-butynyl ester"
DB01062,Oxibutinina
DB01062,Oxybutynin
DB01062,Oxybutynine
DB01062,Oxybutyninum
DB00489,4'-(1-Hydroxy-2-(isopropylamino)ethyl)methane sulfonanilide
DB00489,beta-Cardone
DB00489,Sotalol
DB00489,Sotalolo
DB00489,Sotalolum
DB00428,2-Deoxy-2-(((methylnitrosoamino)carbonyl)amino)-D-glucopyranose
DB00428,2-Deoxy-2-(3-methyl-3-nitrosoureido)-D-glucopyranose
DB00428,Estreptozocina
DB00428,N-D-Glucosyl-(2)-n'-nitrosomethylurea
DB00428,N-D-Glucosyl-(2)-n&#39;-nitrosomethylharnstoff
DB00428,Streptozocin
DB00428,Streptozocine
DB00428,Streptozocinium
DB00428,Streptozocinum
DB00428,Streptozotocin
DB00428,Zanosar
DB00131,5'-Adenosine monophosphate
DB00131,5'-Adenylic acid
DB00131,5'-AMP
DB00131,5'-O-Phosphonoadenosine
DB00131,Adenosine 5'-(dihydrogen phosphate)
DB00131,Adenosine 5'-monophosphate
DB00131,Adenosine 5'-phosphate
DB00131,ADENOSINE monophosphate
DB00131,Adenosine phosphate
DB00131,Adenosine-5'-Monophosphate
DB00131,Adenosine-5'-monophosphoric acid
DB00131,Adenosine-5'p
DB00131,Adenosini phosphas
DB00131,Adenylate
DB00131,Adenylic acid
DB00131,Ado5'p
DB00131,AMP
DB00131,Fosfato de adenosina
DB00131,PAdo
DB00131,Phosaden
DB00131,Phosphaden
DB00131,Phosphate d'adenosine
DB00969,"2,3,4,5-Tetrahydro-5-methyl-2-((5-methyl-1H-imidazol-4-yl)methyl)-1H-pyrido(4,3-b)indol-1-one"
DB00889,BRL-43694
DB00889,Granisetron
DB00889,Granisetronum
DB00889,Sancuso
DB00889,SID90340785
DB00248,(8beta)-N-[3-(dimethylamino)Propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide
DB00248,(8R)-6-Allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide
DB00248,1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea
DB00248,1-[(6-Allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea
DB00248,1-Ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea
DB00248,Cabergolina
DB00248,Cabergoline
DB00248,Cabergolinum
DB00642,Pemetrexed
DB00642,SID50112739
DB01156,Amfebutamone
DB01156,Bupropion
DB01170,(2-(Octahydro-1-azocinyl)ethyl)guanidine
DB01170,"2-(1-N,N-Heptamethyleneimino)ethylguanidine"
DB01170,2-(1'-Azacyclooctyl)ethylguanidine
DB01170,"Azocine, 1-(2-guanidinoethyl)octahydro-"
DB01170,Guanethidine
DB01170,Guanethidinum
DB01170,Guanetidina
DB01170,"Guanidine, (2-(hexahydro-1(2H)-azocinyl)ethyl)-"
DB01170,"Heptamethylenimine, 1-(2-guanidinoethyl)-"
DB01170,N-(2-Perhydroazocin-1-ylethyl)guanidine
DB00451,"3,3',5,5'-Tetraiodo-L-thyronine"
DB00451,"3,5,3',5'-TETRAIODO-L-thyronine"
DB00451,"4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine"
DB00451,L-T4
DB00451,L-Thyroxine
DB00451,Levothyroxin
DB00451,Levothyroxine
DB00451,LT4
DB00451,"O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine"
DB00451,"O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine"
DB00451,T4
DB00899,REMIFENTANIL
DB00899,Remifentanyl
DB00255,"(E)-3,4-bis(4-hydroxyphenyl)-3-hexene"
DB00255,"(e)-4,4'-(1,2-Diethyl-1,2-ethenediyl)bisphenol"
DB00255,"4,4'-Dihydroxy-alpha,beta-diethylstilbene"
DB00255,"4,4'-dihydroxy-α,β-diethylstilbene"
DB00255,"alpha,Alpha'-diethyl-(e)-4,4'-stilbenediol"
DB00255,DES
DB00255,Diethylstilbestrol
DB00255,Diethylstilbestrolum
DB00255,Dietilestilbestrol
DB00255,Distilbene
DB00255,Stilboestrol
DB00255,"trans-4,4'-(1,2-diethyl-1,2-ethenediyl)bisphenol"
DB00255,trans-Diethylstilbesterol
DB00255,trans-Diethylstilbestrol
DB00255,trans-Diethylstilboesterol
DB00255,"α,α'-diethyl-(E)-4,4'-stilbenediol"
DB00232,Enduron
DB00191,"alpha,alpha-Dimethylphenethylamine"
DB00191,Fentermina
DB00191,Phenterminum
DB00465,"(+-)-5-Benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid"
DB00465,(+-)-Ketorolac
DB00465,Ketorolac
DB00465,Kétorolac
DB00465,Ketorolaco
DB00465,Ketorolacum
DB00465,rac-Ketorolac
DB00882,Clomifene
DB00882,Clomifeno
DB00882,Clomifenum
DB00882,Clomiphene
DB01244,Bepadin
DB01244,Bepridil
DB01063,Acetophenazine
DB01241,"2,2-Dimethyl-5-(2,5-dimethylphenoxy)valeriansaeure"
DB01241,"2,2-Dimethyl-5-(2,5-xylyloxy)valeriansaeure"
DB01241,"2,2-Dimethyl-5-(2,5-xylyloxy)valeric acid"
DB01241,Gemfibrozil
DB01241,Gemfibrozilo
DB01241,Gemfibrozilum
DB01241,Lopid
DB00963,[2-Amino-3-(4-bromo-benzoyl)-phenyl]-acetic acid
DB00963,2-amino-3-(4-Bromobenzoyl)benzeneacetic acid
DB00963,Bromfenaco
DB00963,Bromfenacum
DB00659,3-Acetamido-1-propanesulfonic acid
DB00659,Acamprosato
DB00659,Acamprosatum
DB00659,N-acetyl homotaurine
DB00659,N-Acetylhomotaurine
DB00819,"2-acetylamino-1,3,4-Thiadiazole-5-sulfonamide"
DB00819,"5-ACETAMIDO-1,3,4-thiadiazole-2-sulfonamide"
DB00819,"5-acetylamino-1,3,4-Thiadiazole-2-sulfonamide"
DB00819,Acetazolamid
DB00819,Acetazolamida
DB00819,Acétazolamide
DB00819,Acetazolamidum
DB00819,Defiltran
DB00819,Diacarb
DB00819,Diamox
DB00819,Diluran
DB00819,Glaupax
DB00819,"N-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide"
DB00819,"N-[5-(Aminosulfonyl)-1,3,5-thiadiazol-2-yl]acetamide"
DB00623,1-(2-Hydroxyethyl)-4-(3-(trifluoromethyl-10-phenothiazinyl)propyl)-piperazine
DB00623,10-(3-(2-Hydroxyethyl)piperazinopropyl)-2-(trifluoromethyl)phenothiazine
DB00623,10-(3'-(4''-(beta-hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine
DB00623,2-(4-(3-[2-(Trifluoromethyl)-10H-phenothiazin-10-yl]propyl)-1-piperazinyl)ethanol
DB00623,2-(Trifluoromethyl)-10-(3-(1-(beta-hydroxyethyl)-4-piperazinyl)propyl)phenothiazine
DB00623,4-(3-(-Trifluoromethyl-10-phenothiazyl)-propyl)-1-piperazineethanol
DB00623,4-(3-(2-(Trifluoromethyl)-10H-phenothiazin-10-yl)propyl)-1-piperazineethanol
DB00623,4-(3-(2-Trifluoromethyl-10-phenothiazyl)-propyl)-1-piperazineethanol
DB00623,Flufenazina
DB00623,Fluorfenazine
DB00623,Fluorophenazine
DB00623,Fluorphenazine
DB00623,Fluphenazin
DB00623,Fluphénazine
DB00623,Fluphenazinum
DB00623,Triflumethazine
DB00938,GR-33343-X
DB00938,GR-33343X
DB00938,Salmaterol
DB00938,Salmeterol
DB00938,Salmeterolum
DB00938,Serevent
DB00938,Serevent diskus
DB00938,SID144207133
DB00938,SID26719802
DB01395,"1,2-Dihydrospirorenone"
DB01395,"6beta,7Beta;15beta,16beta-dimethylene-3-oxo-17alpha-pregn-4-ene-21,17-carbolactone"
DB01395,"6β,7β,15β,16β-dimethylene-3-oxo-17α-pregn-4-ene-21,17 carbolactone"
DB01395,Dehydrospirorenone
DB01395,Drospirenona
DB01395,Drospirenonum
DB01395,DRSP
DB00297,(+-)-Bupivacaine
DB00297,(RS)-bupivacaine
DB00297,"1-Butyl-2',6'-pipecoloxylidide"
DB00297,"1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide"
DB00297,Bupivacaina
DB00297,Bupivacaine
DB00297,Bupivacainum
DB00297,Carbostesin
DB00297,"dl-1-Butyl-2',6'-pipecoloxylidide"
DB00297,DL-Bupivacaine
DB00297,Racemic bupivacaine
DB00246,Ziprasidona
DB00246,Ziprasidone
DB00246,Ziprasidonum
DB00514,d-Methorphan
DB00514,delta-Methorphan
DB00514,Dextromethorfan
DB00514,Dextromethorphan
DB00514,Dextrométhorphane
DB00514,Dextromethorphanum
DB00514,Dextrometorfano
DB00514,DM
DB00514,DMHM
DB00514,DXM
DB00136,"(1alpha,3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol"
DB00136,"(1S,3R,5Z,7e)-9,10-Secocholesta-5,7,10-triene-1,3,25-triol"
DB00136,"(5Z,7e)-(1S,3R)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol"
DB00136,1-alpha-25-Dihydroxyvitamin D3
DB00136,"1,25-DHCC"
DB00136,"1,25-dihydroxycholecalciferol"
DB00136,"1alpha,25-Dihydroxycholecalciferol"
DB00136,"1alpha,25-Dihydroxyvitamin D3"
DB00136,"1alpha,25(OH)2D3"
DB00136,"1α,25-dihydroxycholecalciferol"
DB00136,"1α,25-dihydroxyvitamin D3"
DB00136,"1α,25(OH)2D3"
DB00136,"5-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexane-1,3-diol"
DB00136,Calcijex
DB00136,Calcitriol
DB00136,Calcitriolum
DB00136,Decostriol
DB00136,Rocaltrol
DB00187,(+-)-Esmolol
DB00187,(+-)-Methyl P-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate
DB00187,3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester
DB00187,ESMOLOL
DB00187,Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate
DB00187,Methyl P-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate
DB00366,2-(alpha-(2-(Dimethylamino)ethoxy)-alpha-methylbenzyl)pyridine
DB00366,2-Dimethylaminoethoxyphenylmethyl-2-picoline
DB00366,Dossilamina
DB00366,Doxilamina
DB00366,Doxilminio
DB00366,Doxylaminum
DB00366,"N,N-Dimethyl-2-(1-phenyl-1-(2-pyridinyl)ethoxy)ethanamine"
DB00366,"Phenyl-2-pyridylmethyl-beta-N,N-dimethylaminoethyl ether"
DB00448,AG 1749
DB00448,Bamalite
DB00448,Lansoprazol
DB00448,Lansoprazole
DB00448,Lansoprazolum
DB00448,Lanzol
DB00448,Lanzopral
DB00448,Lanzul
DB00448,Limpidex
DB00448,Monolitum
DB00448,Ogastro
DB00448,Opiren
DB00448,Prevacid
DB00241,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"
DB00241,5-Allyl-5-(2-methylpropyl)barbituric acid
DB00241,5-Allyl-5-(2'-methyl-N-propyl) barbituric acid
DB00241,"5-Allyl-5-isobutyl-2,4,6(1H,3H,5H)-pyrimidinetrione"
DB00241,"5-Allyl-5-isobutyl-pyrimidine-2,4,6-trione"
DB00241,5-Allyl-5-isobutylbarbituric acid
DB00241,5-isobutyl-5-allylbarbituric acid
DB00241,allylbarbital
DB00241,allylbarbitone
DB00241,Allylbarbituric acid
DB00241,Butalbarbital
DB00241,Butalbitalum
DB00241,Iso-butylallylbarbituric acid
DB00241,Itobarbital
DB00241,Tetrallobarbital
DB00998,Allergo filmtabletten
DB00998,Frovatriptan succinate
DB00846,Cordran
DB00846,Fludrossicortide
DB00846,Fludroxicortida
DB00846,Fludroxicortide
DB00846,Fludroxycortid
DB00846,Fludroxycortide
DB00846,Fludroxycortidum
DB00846,Flurandrenolide
DB00846,Flurandrenolone
DB00596,Miracorten
DB00596,SID50112705
DB00596,Ulobetasol
DB00596,Ulobétasol
DB00596,Ulobetasolum
DB00290,Bleocin
DB00290,Bleomicin
DB00290,Bleomicina
DB00290,Bleomycin A2
DB00290,Bleomycine
DB00290,Bleomycinum
DB00290,BLM
DB00704,"17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one"
DB00704,"17-(Cyclopropylmethyl)-4,5alpha-epoxy-3,14-dihydroxymorphinan-6-one"
DB00704,N-Cyclopropylmethyl-14-hydroxydihydromorphinone
DB00704,N-Cyclopropylmethylnoroxymorphone
DB00704,Naltrexon
DB00704,Naltrexona
DB00704,Naltrexone
DB00704,Naltrexonum
DB00325,[Fe(CN)5(NO)](2-)
DB00325,Nitroferricyanide
DB01232,Saquinavir Mesylate
DB01232,SQV
DB00315,"(S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one"
DB00315,311C90
DB00315,4-[[3-(2-Dimethylaminoethyl)-1H-indol-5-yl]methyl]oxazolidin-2-one
DB00315,Zolmitriptan
DB00315,Zolmitriptanum
DB00315,Zomig
DB00975,Cardoxin
DB00975,Cleridium 150
DB00975,Curantyl
DB00975,Dipiridamol
DB00975,Dipyridamine
DB00975,Dipyridamolum
DB00975,Dipyudamine
DB00975,Dypyridamol
DB00975,Persantin
DB00499,4'-Nitro-3'-trifluoromethylisobutyranilide
DB00499,"alpha,alpha,alpha-Trifluoro-2-methyl-4'-nitro-m-propionotoluidide"
DB00499,Eulexin
DB00499,Flutamid
DB00499,Flutamida
DB00499,Flutamide
DB00499,Flutamidum
DB00499,FTA
DB00499,NFBA
DB00499,Niftolid
DB00499,Niftolide
DB01260,"11beta,21-Dihydroxy-16alpha,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione"
DB01260,"11beta,21-Dihydroxy-16alpha,17-isopropylidenedioxypregna-1,4-diene-3,20-dione"
DB01260,"11beta,21-Dihydroxy-16alpha,17alpha-isopropylidenedioxypregna-1,4-diene-3,20-dione"
DB01260,"16alpha-Hydroxyprednisole-16,17-acetonide"
DB01260,"16alpha-Hydroxyprednisolone-16alpha,17-acetonide"
DB01260,"16alpha,17alpha-Isopropylidenedioxyprednisolone"
DB01260,Desfluorotriamcinolone acetonide
DB01260,Desonida
DB01260,Desonidum
DB00310,1-keto-3-(3'-Sulfamyl-4'-chlorophenyl)-3-hydroxyisoindoline
DB00310,1-oxo-3-(3-Sulfamyl-4-chlorophenyl)-3-hydroxyisoindoline
DB00310,2-chloro-5-(1-Hydroxy-3-oxo-1-isoindolinyl)benzenesulfonamide
DB00310,"2-chloro-5-(2,3-dihydro-1-Hydroxy-3-oxo-1H-isoindol-1-yl)benzenesulfonamide"
DB00310,3-(4'-chloro-3'-Sulfamoylphenyl)-3-hydroxyphthalimidine
DB00310,3-Hydroxy-3-(4-chloro-3-sulfamylphenyl)phthalimidine
DB00310,Chlorphthalidolone
DB00310,Chlortalidone
DB00310,Chlorthalidone
DB00310,Phthalamodine
DB00310,Phthalamudine
DB00230,(S)-3-Isobutyl gaba
DB00230,3-Isobutyl gaba
DB00230,CI-1008
DB00230,Lyrica
DB00230,S-(+)-3-isobutylgaba
DB00324,"(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one"
DB00324,"9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione"
DB00324,Fluor-OP
DB00324,Fluorometholon
DB00324,Fluorométholone
DB00324,Fluorometholone
DB00324,Fluorometholonum
DB00324,Fluorometolona
DB00324,NSC 33001
DB00324,Oxylone
DB00308,Corvert
DB00308,Ibutilid
DB00308,Ibutilida
DB00308,Ibutilide
DB00308,Ibutilide Fumarate
DB00308,Ibutilidum
DB00308,N-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide
DB00321,"10,11-dihydro-5-(gamma-Dimethylaminopropylidene)-5H-dibenzo(a,D)cycloheptene"
DB00321,"10,11-dihydro-N,N-Dimethyl-5H-dibenzo(a,D)heptalene-delta(5),gamma-propylamine"
DB00321,"3-(10,11-dihydro-5H-Dibenzo(a,D)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine"
DB00321,"3-(10,11-dihydro-5H-Dibenzo[a,D]cyclohepten-5-ylidene)-N,N-dimethylpropan-1-amine"
DB00321,"5-(3-Dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,D)cycloheptatriene"
DB00321,"5-(3-Dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,D)cycloheptene"
DB00321,"5-(gamma-Dimethylaminopropylidene)-5H-dibenzo[a,D][1,4]cycloheptadiene"
DB00321,Amitriptilina
DB00321,Amitriptylin
DB00321,Amitriptyline
DB00321,Amitriptylinum
DB01229,"(2AR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha r*,betas*),11alpha,12alpha,12balpha))-beta-(benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester"
DB01229,"5beta,20-Epoxy-1,2-alpha,4,7beta,10beta,13alpha-hexahydroxytax-11-en-9-one 4,10-diacetate 2-benzoate 13-ester with (2R,3S)-N-benzoyl-3-phenylisoserine"
DB01229,Paclitaxel
DB01229,Taxol
DB01229,Taxol A
DB01394,Colchicin
DB01394,Colchicina
DB01394,Colchicinum
DB01394,SID26747941
DB01394,SID49671357
DB00947,"ICI 182,780"
DB00947,SID29215034
DB01041,"(+-)-N-(2,6-dioxo-3-Piperidyl)phthalimide"
DB01041,(+-)-Thalidomide
DB01041,"(±)-N-(2,6-dioxo-3-piperidyl)phthalimide"
DB01041,(±)-thalidomide
DB01041,"1,3-dioxo-2-(2,6-dioxopiperidin-3-yl)isoindoline"
DB01041,"2,6-dioxo-3-phthalimidopiperidine"
DB01041,3-Phthalimidoglutarimide
DB01041,alpha-(N-Phthalimido)glutarimide
DB01041,alpha-N-Phthalylglutaramide
DB01041,alpha-Phthalimidoglutarimide
DB01041,Distaval
DB01041,K-17
DB01041,"N-(2,6-dioxo-3-piperidyl)phthalimide"
DB01041,N-Phthaloylglutamimide
DB01041,N-Phthalyl-glutaminsaeure-imid
DB01041,N-Phthalylglutamic acid imide
DB01041,Pro-ban M
DB01041,Sedalis
DB01041,Softenon
DB01041,Talidomida
DB01041,Talimol
DB01041,Thalidomide
DB01041,Thalidomidum
DB01041,α-(N-phthalimido)glutarimide
DB01041,α-N-phthalylglutaramide
DB01041,α-phthalimidoglutarimide
DB00865,(+)-benzphetamine
DB00865,"(+)-N-Benzyl-N,alpha-dimethylphenethylamine"
DB00865,"(+)-N-benzyl-N,α-dimethylphenethylamine"
DB00865,"(+)-N,alpha-Dimethyl-N-(phenylmethyl)-benzeneethanamine"
DB00865,"(+)-N,α-dimethyl-N-(phenylmethyl)-benzeneethanamine"
DB00865,"(AlphaS)-N,alpha-dimethylphenethylamine"
DB00865,(S)-(+)-benzphetamine
DB00865,"(S)-(+)-N-Benzyl-N,alpha-dimethylphenethylamine"
DB00865,"(S)-(+)-N-benzyl-N,α-dimethylphenethylamine"
DB00865,(S)-benzphetamine
DB00865,Benzaphetamine
DB00865,Benzfetamina
DB00865,Benzfetamine
DB00865,Benzfetaminum
DB00865,Benzphetamine
DB00865,Benzylamphetamine
DB00865,D-N-Methyl-N-benzyl-beta-phenylisopropylamine
DB00865,d-N-methyl-N-benzyl-β-phenylisopropylamine
DB00865,N-methyl-1-phenyl-N-(phenylmethyl)propan-2-amine
DB00622,Cardene
DB00622,Nicardipino
DB00622,Nicardipinum
DB00925,Dibenzyline
DB00925,Fenossibenzamina
DB00925,Fenoxibenzamina
DB00925,Phenoxybenzamine
DB00925,Phenoxybenzaminum
DB00925,POB
DB00352,2-Amino 6mp
DB00352,"2-Amino-1,7-dihydro-6H-purine-6-thione"
DB00352,"2-amino-1,9-Dihydropurine-6-thione"
DB00352,2-amino-1H-purine-6(7H)-thione
DB00352,2-Amino-6-mercaptopurine
DB00352,2-Amino-6-merkaptopurin
DB00352,2-Amino-6-purinethiol
DB00352,2-Aminopurin-6-thiol
DB00352,2-aminopurine-6-thiol
DB00352,2-Aminopurine-6(1H)-thione
DB00352,6-Mercapto-2-aminopurine
DB00352,6-Mercaptoguanine
DB00352,6-TG
DB00352,6-Thioguanine
DB00352,TG
DB00352,ThG
DB00352,Thioguanine
DB00352,Tioguanin
DB00352,Tioguanina
DB00352,Tioguanine
DB00352,Tioguaninum
DB01120,1-(3-Azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea
DB01120,1-(Hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea
DB01120,Gliclazida
DB01120,Gliclazidum
DB01120,N-(4-Methylbenzenesulfonyl)-N'-(3-azabicyclo(3.3.0)oct-3-yl)urea
DB00939,Acide meclofenamique
DB00939,Acido meclofenamico
DB00939,Acidum meclofenamicum
DB00939,CI-583
DB00939,INF 4668
DB00939,Meclofenamate
DB00939,"N-(2,6-Dichloro-3-methylphenyl)anthranilic acid"
DB00939,"N-(2,6-Dichloro-m-tolyl)anthranilic acid"
DB00939,"N-(3-Methyl-2,6-dichlorophenyl)anthranilic acid"
DB01058,Biltricide
DB00179,Actinex
DB00179,CHX 100
DB00179,CHX-100
DB00179,erythro-Nordihydroguaiaretic acid
DB00179,Masoprocolum
DB00179,"Meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane"
DB00179,"Meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane"
DB00179,"Meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol"
DB00179,"Meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol)"
DB00179,"Meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol"
DB00179,"Meso-beta,gamma-dimethyl-alpha,delta-bis(3,4-dihydroxyphenyl)butan"
DB00179,Meso-ndga
DB00179,Meso-nordihydroguaiaretic acid
DB00179,NDGA
DB00179,Nordihydroguaiaretic acid
DB01551,DHC
DB01551,Remedacen
DB00637,1-(P-Fluorobenzyl)-2-((1-(2-(P-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole
DB00637,1-(P-Fluorobenzyl)-2-((1-(P-methoxyphenethyl)-4-piperidyl)amino)benzimidazole
DB00637,Astemison
DB00637,Astemizol
DB00637,Astémizole
DB00637,Astemizolum
DB00995,"(1-Thio-beta-D-glucopyranosato)(triethylphosphine)gold 2,3,4,6-tetraacetate"
DB00995,"2,3,4,6-Tetra-O-acetyl-1-thio-beta-D-glucopyranosato-S (triethylphosphine)gold"
DB00995,Auranofina
DB00995,Auranofine
DB00995,Auranofinum
DB00995,Auroafen
DB00995,Ridaura
DB00995,Triethylphosphine gold
DB00342,(RS)-1-(4-tert-butylphenyl)-4-{4-[hydroxy(diphenyl)methyl]piperidin-1-yl}-butan-1-ol
DB00342,Terfenadin
DB00342,Terfenadina
DB00342,Terfénadine
DB00342,Terfenadine
DB00342,Terfenadinum
DB00193,(+)-Tramadol
DB00193,(+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol
DB00470,(-)-delta9-trans-Tetrahydrocannabinol
DB00470,1-trans-delta-9-Tetrahydrocannabinol
DB00470,"3-Pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-dibenzo(b,D)pyran-1-ol"
DB00470,"6,6,9-Trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromen-1-ol"
DB00470,delta-9-tetrahydrocannabinol
DB00470,delta-9-THC
DB00470,delta(1)-Tetrahydrocannabinol
DB00470,delta(9)-THC
DB00470,delta9-Tetrahydrocannabinol
DB00470,Dronabinol
DB00470,Dronabinolum
DB00470,Tetrahydrocannabinol
DB00470,Δ9-tetrahydrocannabinol
DB01623,(e)-thiothixene
DB01623,Cis-thiothixene
DB01623,Navane
DB01623,Thiothixene
DB01623,Thiothixine
DB01623,Tiotixene
DB01623,Tiotixeno
DB01623,Tiotixenum
DB01002,(-)-Bupivacaine
DB01002,"(S)-1-Butyl-2',6'-pipecoloxylidide"
DB01002,(S)-Bupivacaine
