?drugid	?name
DB00907	"Benzoylmethylecgonine"@en
DB00907	"beta-Cocain"@en
DB00907	"Cocain"@en
DB00907	"Cocaina"@en
DB00907	"Cocaine"@en
DB00907	"Cocainum"@en
DB00907	"Kokain"@en
DB00907	"L-Cocain"@en
DB00907	"L-Cocaine"@en
DB00907	"Methyl [1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate"@en
DB00907	"Methyl benzoylecgonine"@en
DB00907	"Neurocaine"@en
DB06701	"d-threo-methylphenidate"@en
DB06701	"D-TMP"@en
DB06701	"Dexmethylphenidate"@en
DB01144	"1,3-disulfamoyl-4,5-dichlorobenzene"@en
DB01144	"1,3-Disulfamyl-4,5-dichlorobenzene"@en
DB01144	"3,4-Dichloro-5-sulfamylbenzenesulfonamide"@en
DB01144	"4,5-Dichloro-1,3-benzenedisulfonamide"@en
DB01144	"4,5-dichloro-1,3-disulfamoylbenzene"@en
DB01144	"4,5-Dichloro-benzene-1,3-disulfonic acid diamide"@en
DB01144	"4,5-dichloro-m-benzenedisulfonamide"@en
DB01144	"4,5-DICHLOROBENZENE-1,3-disulfonamide"@en
DB01144	"Dichlofenamide"@en
DB01144	"Dichlorophenamide"@en
DB01144	"Dichlorphenamide"@en
DB01144	"Diclofenamida"@en
DB01144	"Diclofenamide"@en
DB01144	"Diclofenamidum"@en
DB00937	"(+-)-Diethylpropion"@en
DB00937	"(±)-diethylpropion"@en
DB00937	"1-phenyl-2-diethylamino-1-propanone"@en
DB00937	"2-(Diethylamino)-1-phenyl-1-propanone"@en
DB00937	"2-(Diethylamino)propiophenone"@en
DB00937	"alpha-Benzoyltriethylamine"@en
DB00937	"alpha-Diethylaminopropiophenone"@en
DB00937	"Amfepramone"@en
DB00937	"Amfepramonum"@en
DB00937	"Anfepramona"@en
DB00937	"Diethylcathinone"@en
DB00937	"Diethylpropion"@en
DB00449	"(+-)-4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate"@en
DB00449	"1-(3',4'-Dipivaloyloxyphenyl)-2-methylamino-1-ethanol"@en
DB00449	"4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate"@en
DB00449	"Dipivalyl Epinephrine"@en
DB00449	"Dipivefrin"@en
DB00449	"Dipivefrina"@en
DB00449	"Dipivéfrine"@en
DB00449	"Dipivefrinum"@en
DB00449	"Pro-Epinephrine"@en
DB00841	"(+-)-4-(2-((3-(P-Hydroxyphenyl)-1-methylpropyl)amino)ethyl)pyrocatechol"@en
DB00841	"3,4-Dihydroxy-N-[3-(4-hydroxyphenyl)-1-methylpropyl]-beta-phenylethylamine"@en
DB00841	"4-{2-[3-(4-hydroxy-phenyl)-1-methyl-propylamino]-ethyl}-benzene-1,2-diol"@en
DB00841	"DL-Dobutamine"@en
DB00841	"Dobutamin"@en
DB00841	"Dobutamina"@en
DB00841	"Dobutamine"@en
DB00841	"Dobutaminum"@en
DB00841	"rac-Dobutamine"@en
DB00841	"Racemic-dobutamine"@en
DB00561	"(+-)-Doxapram"@en
DB00561	"1-Ethyl-4-(2-morpholinoethyl)-3,3-diphenyl-2-pyrrolidinone"@en
DB00561	"Doxapram"@en
DB00561	"Doxapramum"@en
DB00651	"(+-)-7-(2,3-Dihydroxypropyl)theophylline"@en
DB00651	"(+-)-Diprophylline"@en
DB00651	"(+-)-Dyphylline"@en
DB00651	"(±)-diprophylline"@en
DB00651	"(±)-dyphylline"@en
DB00651	"(1,2-Dihydroxy-3-propyl)thiophyllin"@en
DB00651	"1,3-Dimethyl-7-(2,3-dihydroxypropyl)xanthine"@en
DB00651	"7-(2,3-Dihydroxypropyl)-1,3-dimethylxanthine"@en
DB00651	"7-(2,3-Dihydroxypropyl)-3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione"@en
DB00651	"7-(2,3-Dihydroxypropyl)theophylline"@en
DB00651	"7-(beta,gamma-Dihydroxypropyl)theophylline"@en
DB00651	"7-(β,γ-dihydroxypropyl)theophylline"@en
DB00651	"Dihydroxypropyl theopylin"@en
DB00651	"Diprofilina"@en
DB00651	"Diprophylline"@en
DB00651	"Diprophyllinum"@en
DB00651	"Dyphylline"@en
DB00736	"(−)-omeprazole"@en
DB00736	"(S)-(−)-omeprazole"@en
DB00736	"(S)-omeprazole"@en
DB00736	"Esomeprazol"@en
DB00736	"Ésoméprazole"@en
DB00736	"Esomeprazolum"@en
DB00736	"Perprazole"@en
DB00593	"(+-)-2-Ethyl-2-methylsuccinimide"@en
DB00593	"(±)-2-ethyl-2-methylsuccinimide"@en
DB00593	"2-ethyl-2-methylsuccinimide"@en
DB00593	"2-Methyl-2-ethylsuccinimide"@en
DB00593	"3-ethyl-3-methyl-2,5-pyrrolidinedione"@en
DB00593	"3-Ethyl-3-methylsuccinimide"@en
DB00593	"3-Methyl-3-ethylpyrrolidine-2,5-dione"@en
DB00593	"3-Methyl-3-ethylsuccinimide"@en
DB00593	"Aethosuximide"@en
DB00593	"alpha-Ethyl-alpha-methylsuccinimide"@en
DB00593	"alpha-Methyl-alpha-ethylsuccinimide"@en
DB00593	"Atysmal"@en
DB00593	"Ethosuximid"@en
DB00593	"Ethosuximide"@en
DB00593	"Ethosuximidum"@en
DB00593	"Etosuximida"@en
DB00593	"gamma-Ethyl-gamma-methyl-succinimide"@en
DB00593	"gamma-Methyl-gamma-ethyl-succinimide"@en
DB00593	"Thilopemal"@en
DB00593	"γ-ethyl-γ-methyl-succinimide"@en
DB00311	"6-Ethoxy-1,3-benzothiazole-2-sulfonamide"@en
DB00311	"Ethoxazolamide"@en
DB00311	"Ethoxyzolamide"@en
DB00983	"2'-Hydroxy-5'-(1-hydroxy-2-((P-methoxy-alpha-methylphenethyl)amino)ethyl)formanilide"@en
DB00983	"2'-Hydroxy-5'-{1-hydroxy-2-[(P-methoxy-alpha-methylphenethyl)amino]ethyl}formanilide"@en
DB00983	"Formoterolum"@en
DB00983	"N-[2-Hydroxy-5-(1-hydroxy-2-{[2-(4-methoxyphenyl)-1-methylethyl]amino}ethyl)phenyl]formamide"@en
DB06799	"Methenamine"@en
DB05039	"5-(2-(5,6-Diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1H-quinolin-2-one"@en
DB05039	"QAB 149"@en
DB05039	"QAB-149"@en
DB05039	"QAB149"@en
DB06704	"Metaiodobenzylguanidine"@en
DB06704	"mIBG"@en
DB01064	"(+-)-Isoprenaline"@en
DB01064	"(+-)-Isoproterenol"@en
DB01064	"(±)-isoprenaline"@en
DB01064	"(±)-isoproterenol"@en
DB01064	"1-(3,4-Dihydroxyphenyl)-2-(isopropylamino)ethanol"@en
DB01064	"1-(3,4-Dihydroxyphenyl)-2-isopropylaminoethanol"@en
DB01064	"3,4-Dihydroxy-alpha-[(isopropylamino)methyl]benzyl alcohol"@en
DB01064	"alpha-(Isopropylaminomethyl)protocatechuyl alcohol"@en
DB01064	"Isoprenalina"@en
DB01064	"Isoprenaline"@en
DB01064	"Isoprenalinum"@en
DB01064	"Isopropyl noradrenaline"@en
DB01064	"Isoproterenol"@en
DB01064	"N-Isopropyl-beta-dihydroxyphenyl-beta-hydroxyethylamine"@en
DB01064	"N-isopropyl-β-dihydroxyphenyl-β-hydroxyethylamine"@en
DB01064	"N-Isopropylnoradrenaline"@en
DB01064	"N-Isopropylnorepinephrine"@en
DB01064	"α-(isopropylaminomethyl)protocatechuyl alcohol"@en
DB00448	"AG 1749"@en
DB00448	"Bamalite"@en
DB00448	"Lansoprazol"@en
DB00448	"Lansoprazole"@en
DB00448	"Lansoprazolum"@en
DB00448	"Lanzol"@en
DB00448	"Lanzopral"@en
DB00448	"Lanzul"@en
DB00448	"Limpidex"@en
DB00448	"Monolitum"@en
DB00448	"Ogastro"@en
DB00448	"Opiren"@en
DB00448	"Prevacid"@en
DB01365	"Mephentermine"@en
DB01365	"SID11112475"@en
DB00610	"(-)-Erythro-metaraminol"@en
DB00610	"1-(m-Hydroxyphenyl)-2-amino-1-propanol"@en
DB00610	"1-Metaraminol"@en
DB00610	"2-Amino-1-(m-hydroxyphenyl)-1-propanol"@en
DB00610	"3-Hydroxyphenylisopropanolamine"@en
DB00610	"alpha-(1-Aminoethyl)-3-hydroxybenzenemethanol"@en
DB00610	"alpha-(m-Hydroxyphenyl)-beta-aminopropanol"@en
DB00610	"Hydroxynorephedrine"@en
DB00610	"L-Metaraminol"@en
DB00610	"m-Hydroxy norephedrine"@en
DB00610	"m-Hydroxyphenylpropanolamine"@en
DB00610	"m-Hydroxypropadrine"@en
DB00610	"Metaraminol"@en
DB00610	"Métaraminol"@en
DB00610	"Metaraminolum"@en
DB00703	"Metazolamida"@en
DB00703	"Methazolamid"@en
DB00703	"Méthazolamide"@en
DB00703	"Methazolamidum"@en
DB00703	"SID26747005"@en
DB00723	"Méthoxamédrine"@en
DB00723	"Methoxamin"@en
DB00723	"Méthoxamine"@en
DB00723	"Methoxaminum"@en
DB00723	"Metossamina"@en
DB00723	"Metoxamina"@en
DB00723	"Pseudomethoxamine"@en
DB00723	"SID90341132"@en
DB00723	"Vasoxyl"@en
DB00211	"(+-)-2-amino-N-(beta-Hydroxy-2,5-dimethoxyphenethyl)acetamide"@en
DB00211	"1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol"@en
DB00211	"2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide"@en
DB00211	"DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid"@en
DB00211	"Midodrin"@en
DB00211	"Midodrina"@en
DB00211	"Midodrinum"@en
DB06711	"Nafazolin"@en
DB09080	"6-hydroxy-8-[(1R)-1-hydroxy-2-{[1-(4-methoxyphenyl)-2-methylpropan-2-yl]amino}ethyl]-2H-1,4-benzoxazin-3(4H)-one hydrochloride N-[(2R)-2-hydroxy-2-(6-hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-8-yl)ethyl]-1-(4-methoxyphenyl)-2-methylpropan-2-aminium chloride"@en
DB09080	"Olodaterol HCl"@en
DB00816	"Metaproterenol"@en
DB00816	"Orciprenalina"@en
DB00816	"Orciprenaline"@en
DB00816	"Orciprenalinum"@en
DB00935	"2-(4-Tert-butyl-2,6-dimethyl-3-hydroxybenzyl)-2-imidazoline"@en
DB00935	"3-[(4,5-dihydro-1H-Imidazol-2-yl)methyl]-6-(1,1-dimethylethyl)-2,4-dimethylphenol"@en
DB00935	"6-t-Butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol"@en
DB00935	"6-Tert-butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol"@en
DB00935	"Oximetazolinum"@en
DB00935	"Oxymetazolina"@en
DB00935	"Oxymetazolinum"@en
DB00935	"Oxymethazoline"@en
DB00935	"Oxymetozoline"@en
DB00213	"Pantoprazol"@en
DB00213	"Pantoprazolum"@en
DB01620	"Feniramina"@en
DB01620	"Pheniramine"@en
DB01620	"Pheniraminum"@en
DB01620	"SID90341510"@en
DB00830	"2-Phenyl-3-methylmorpholine"@en
DB00830	"Fenmetrazin"@en
DB00830	"Fenmetrazina"@en
DB00830	"Phenmetrazin"@en
DB00830	"Phenmetrazinum"@en
DB00397	"2-amino-1-phenylpropan-1-ol"@en
DB00397	"Fenilpropanolamina"@en
DB00397	"Norephedrin"@en
DB00397	"Norephedrine"@en
DB00397	"Phenylpropanolamin"@en
DB00397	"Phénylpropanolamine"@en
DB00397	"Phenylpropanolaminum"@en
DB00397	"PPA"@en
DB00397	"β-hydroxyamphetamine)"@en
DB01291	"Maxair autohaler"@en
DB01291	"Pirbuterol"@en
DB01291	"Pirbuterolum"@en
DB06714	"Dristan inhaler"@en
DB00852	"(+)-(1S,2S)-Pseudoephedrine"@en
DB00852	"(+)-Pseudoephedrine"@en
DB00852	"(+)-Psi-ephedrine"@en
DB00852	"(+)-threo-Ephedrine"@en
DB00852	"D-Isoephedrine"@en
DB00852	"D-Pseudoephedrine"@en
DB00852	"D-Psi-2-methylamino-1-phenyl-1-propanol"@en
DB00852	"D-Psi-ephedrine"@en
DB00852	"Isoephedrine"@en
DB00852	"L-(+)-Pseudoephedrine"@en
DB00852	"L(+)-Psi-ephedrine"@en
DB00852	"Pseudoefedrina"@en
DB00852	"Pseudoephedrine"@en
DB00852	"Pseudoephedrinum"@en
DB00852	"Psi-ephedrin"@en
DB00852	"Psi-ephedrine"@en
DB00852	"trans-Ephedrine"@en
DB01129	"Clofezone"@en
DB01129	"Rabeprazole"@en
DB00867	"DU-21220"@en
DB00867	"Ritodrina"@en
DB00867	"Ritodrine"@en
DB00867	"Ritodrinium"@en
DB00867	"Yutopar"@en
DB01001	"Albuterol"@en
DB01001	"Levalbuterol"@en
DB01001	"Proventil"@en
DB01001	"Salbutamol"@en
DB00938	"GR-33343-X"@en
DB00938	"GR-33343X"@en
DB00938	"Salmaterol"@en
DB00938	"Salmeterol"@en
DB00938	"Salmeterolum"@en
DB00938	"Serevent"@en
DB00938	"Serevent diskus"@en
DB00938	"SID144207133"@en
DB00938	"SID26719802"@en
DB01390	"Baking soda"@en
DB01390	"Bicarbonate of soda"@en
DB01390	"Carbonic acid monosodium salt"@en
DB01390	"e 500"@en
DB01390	"e-500"@en
DB01390	"e500"@en
DB01390	"NaHCO3"@en
DB01390	"Natriumhydrogenkarbonat"@en
DB01390	"Sodium acid carbonate"@en
DB01390	"Sodium bicarbonate"@en
DB01390	"Sodium hydrogen carbonate"@en
DB01390	"Sodium hydrogencarbonate"@en
DB00871	"Terbutalin"@en
DB00871	"Terbutalina"@en
DB00871	"Terbutaline (sulfate de)"@en
DB00871	"Terbutalini sulfas"@en
DB00871	"Terbutalinsulfat"@en
DB00871	"Terbutalinum"@en
DB00273	"2,3:4,5-Bis-O-(1-methylethylidene)-beta-D-fructopyranose sulfamate"@en
DB00273	"2,3:4,5-Di-O-isopropylidene-beta-D-fructopyranose sulfamate"@en
DB00273	"McN-4853"@en
DB00273	"RWJ-17021"@en
DB00273	"Tipiramate"@en
DB00273	"Tipiramato"@en
DB00273	"Topamax"@en
DB00273	"Topiramate"@en
DB00273	"Topiramato"@en
DB00273	"Topiramatum"@en
DB00273	"TPM"@en
DB00909	"1,2-Benzisoxazole-3-methanesulfonamide"@en
DB00909	"3-(Sulfamoylmethyl)-1,2-benzisoxazole"@en
DB00909	"Benzo[D]isoxazol-3-yl-methanesulfonamide"@en
DB00909	"Zonisamida"@en
DB00909	"Zonisamidum"@en
DB00183	"Peptavlon"@en
DB00184	"(+-)-3-(1-Methyl-2-pyrrolidinyl)pyridine"@en
DB00184	"(+-)-Nicotine"@en
DB00184	"(±)-nicotine"@en
DB00184	"(R,S)-nicotine"@en
DB00184	"(RS)-nicotine"@en
DB00184	"Nicotin"@en
DB00184	"Nikotin"@en
DB00640	"(2R,3R,4S,5R)-2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"@en
DB00640	"6-Amino-9-beta-D-ribofuranosyl-9H-purine"@en
DB00640	"9-beta-D-Ribofuranosidoadenine"@en
DB00640	"9-beta-D-Ribofuranosyl-9H-purin-6-amine"@en
DB00640	"Ade-rib"@en
DB00640	"Adenin riboside"@en
DB00640	"Adenine deoxyribonucleoside"@en
DB00640	"Adenocard"@en
DB00640	"Adenocor"@en
DB00640	"Adenoscan"@en
DB00640	"Adenosin"@en
DB00640	"Adenosina"@en
DB00640	"Adénosine"@en
DB00640	"Adenosinum"@en
DB00640	"Adenyldeoxyriboside"@en
DB00640	"Ado"@en
DB00640	"beta-D-Adenosine"@en
DB00640	"Deoxyadenosine"@en
DB00640	"Desoxyadenosine"@en
DB01273	"CP-526,555"@en
DB00185	"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine"@en
DB00185	"Cevimelina"@en
DB00185	"Cevimelinum"@en
DB00185	"Sni 2011"@en
DB00186	"(±)-Lorazepam"@en
DB00186	"Ativan"@en
DB00186	"Lormetazepam"@en
DB00186	"Methyllorazepam"@en
DB00186	"N-Methyllorazepam"@en
DB00186	"O-Chlorooxazepam"@en
DB00186	"O-Chloroxazepam"@en
DB01440	"3-carboxypropoxy acid"@en
DB01440	"4-hydroxy-butyric acid"@en
DB01440	"4-hydroxybutanoate"@en
DB01440	"4-hydroxybutanoic acid"@en
DB01440	"4-Hydroxybutyric acid"@en
DB01440	"gamma-Hydroxybutyrate"@en
DB01440	"gamma-Hydroxybutyric acid"@en
DB01440	"GHB"@en
DB01440	"oxy-n-butyric acid"@en
DB01440	"γ-Hydroxybutyric acid"@en
DB01032	"4-((Dipropylamino)sulfonyl)benzoic acid"@en
DB01032	"4-(Di-N-propylsulfamoyl)benzoesaeure"@en
DB01032	"4-(N,N-Dipropylsulfamoyl)benzoesaeure"@en
DB01032	"P-(Dipropylsulfamoyl)benzoic acid"@en
DB01032	"Probenecid acid"@en
DB01032	"Probenecida"@en
DB01032	"Probenecide"@en
DB01032	"Probenecidum"@en
DB08900	"(Gly2)glp-2"@en
DB08900	"ALX 0600"@en
DB08900	"ALX-0600"@en
DB08900	"Gattex"@en
DB08900	"Glucagon-like peptide ii (2-glycine) (human)"@en
DB08900	"Gly(2)-glp-2"@en
DB08900	"HGDGSFSDEMNTILDNLAARDFINWLIQTKITD"@en
DB08900	"His-gly-asp-gly-ser-phe-ser-asp-glu-met-asn-thr-ile-leu-asp-asn-leu-ala-ala-arg-asp-phe-ile-asn-trp-leu-ile-gln-thr-lys-ile-thr-asp"@en
DB08900	"Teduglutide [rDNA origin]"@en
DB08900	"Teduglutide Recombinant"@en
DB00313	"2-n-propyl-n-valeric acid"@en
DB00313	"2-PROPYL-pentanoic acid"@en
DB00313	"2-Propylpentanoic Acid"@en
DB00313	"2-Propylvaleric Acid"@en
DB00313	"4-heptanecarboxylic acid"@en
DB00313	"Acide valproique"@en
DB00313	"Acido valproico"@en
DB00313	"Acidum valproicum"@en
DB00313	"Depakene"@en
DB00313	"di-n-propylacetic acid"@en
DB00313	"Di-N-propylessigsaeure"@en
DB00313	"Di-n-propylessigsäure"@en
DB00313	"Dipropylacetic acid"@en
DB00313	"DPA"@en
DB00313	"n-DPA"@en
DB00313	"Valproate"@en
DB00313	"VALPROIC acid"@en
DB00313	"Valproinsaeure"@en
DB00313	"Valproinsäure"@en
DB00313	"VPA"@en
DB03128	"Acetylcholine Chloride"@en
DB00411	"(2-Carbamoyloxyethyl)trimethylammonium chloride"@en
DB00411	"(2-Hydroxyethyl)trimethyl ammonium chloride carbamate"@en
DB00411	"(2-Hydroxyethyl)trimethylammonium chloride carbamate"@en
DB00411	"2-((Aminocarbonyl)oxy)-N,N,N-trimethylethanaminium chloride"@en
DB00411	"2-((Aminocarbonyl)oxy)-N,N,N-trimethylethanaminum chloride"@en
DB00411	"Carbachol chloride"@en
DB00411	"Carbacholum"@en
DB00411	"Carbacol"@en
DB00411	"Carbamylcholine"@en
DB00411	"Choline carbamate chloride"@en
DB00411	"Choline chloride, carbamate"@en
DB00411	"Choline chlorine carbamate"@en
DB00411	"Karbachol"@en
DB00411	"Karbamoylcholin chlorid"@en
DB06709	"Acetyl-beta-methylcholine"@en
DB06709	"Acetylmethylcholine"@en
DB06709	"MCh"@en
DB06709	"Methacholine"@en
DB08896	"BAY 73-4506"@en
DB08896	"Regorafenibum"@en
DB00989	"(S)-3-(1-(Dimethylamino)ethyl)phenyl ethylmethylcarbamate"@en
DB00989	"Ena 713 Free Base"@en
DB00989	"m-((S)-1-(Dimethylamino)ethyl)phenyl ethylmethylcarbamate"@en
DB01026	"Extina"@en
DB01026	"Ketoconazol"@en
DB01026	"Ketoconazole"@en
DB01026	"Ketoconazolum"@en
DB01026	"Ketozole"@en
DB01026	"Nizoral"@en
DB01026	"Nizoral a-D"@en
DB01026	"SID456469"@en
DB01026	"Xolegel"@en
DB01263	"SID144207169"@en
DB00615	"1,4-Dihydro-1-deoxy-1',4-didehydro-5'-(2-methylpropyl)-1-oxorifamycin xiv"@en
DB00615	"4-Deoxo-3,4-(2-spiro(N-isobutyl-4-piperidyl)-2,5-dihydro-1H-imidazo)-rifamycin S"@en
DB00615	"4-N-Isobutylspiropiperidylrifamycin S"@en
DB00615	"Ansamicin"@en
DB00615	"Ansamycin"@en
DB00615	"Mycobutin (tn)"@en
DB00615	"Rifabutin"@en
DB00615	"Rifabutina"@en
DB00615	"Rifabutine"@en
DB00615	"Rifabutinum"@en
DB01045	"3-(((4-Methyl-1-piperazinyl)imino)methyl)rifamycin sv"@en
DB01045	"RFP"@en
DB01045	"Rifampicina"@en
DB01045	"Rifampicinum"@en
DB01045	"Rifampin"@en
DB01201	"3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin"@en
DB01201	"Cyclopentylrifampicin"@en
DB01201	"Priftin (tn)"@en
DB00582	"(AlphaR,betas)-alpha-(2,4-difluorophenyl)-5-fluoro-beta-methyl-alpha(1H-1,2,4-triazol-1-ylmethyl)-4-pyrimidineethanol"@en
DB00582	"(R-(R*,s*))-alpha-(2,4-difluorophenyl)-5-fluoro-beta-methyl-alpha-(1H-1,2,4-triazol-1-ylmethyl)-4-pyrimidineethanol"@en
DB00582	"VCZ"@en
DB00582	"Vfend"@en
DB00582	"Voriconazol"@en
DB00582	"Voriconazolum"@en
DB00189	"1-chloro-3-ethyl-1-penten-4-yn-3-ol"@en
DB00189	"1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol"@en
DB00189	"3-(beta-chlorovinyl)-1-pentyn-3-ol"@en
DB00189	"3-(β-chlorovinyl)-1-pentyn-3-ol"@en
DB00189	"ethyl β-chlorovinyl ethynyl carbinol"@en
DB00189	"Placidyl"@en
DB00189	"β-chlorovinyl ethyl ethynyl carbinol"@en
DB00190	"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate"@en
DB00190	"(2S)-3-(3,4-Dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid hydrate"@en
DB00190	"(2S)-3-(3,4-Dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid monohydrate"@en
DB00190	"(AlphaS)-alpha-hydrazino-3,4-dihydroxy-alpha-methylbenzenepropanoic acid monohydrate"@en
DB00190	"(S)-(-)-Carbidopa hydrate"@en
DB00190	"(S)-(−)-carbidopa hydrate"@en
DB00190	"(S)-carbidopa hydrate"@en
DB00190	"carbidopa hydrate"@en
DB00190	"Carbidopa monohydrate"@en
DB00190	"Carbidopum"@en
DB00190	"Carbidopum monohydricum"@en
DB00190	"L-alpha-(3,4-Dihydroxybenzyl)-alpha-hydrazinopropionic acid monohydrate"@en
DB06262	"Dops"@en
DB06262	"L-Dihydroxyphenylserine"@en
DB06262	"L-DOPS"@en
DB06262	"L-threo-dihydroxyphenylserine"@en
DB00192	"Indecainida"@en
DB00192	"Indecainide"@en
DB00192	"Indecainidum"@en
DB06274	"ADL 8-2698"@en
DB06274	"Alvimopan"@en
DB06274	"Entereg"@en
DB06697	"(1R,4S,5R,8S,9R,10S,12R,13R)-10-Methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0^{4,13}.0^{8,13}]hexadecane"@en
DB06697	"10-Methoxy-1,5,9-trimethyl-(1R,4S,5R,8S,9R,10S,12R,13R)-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane"@en
DB06697	"Artemetero"@en
DB06697	"Artemetherum"@en
DB06697	"Artemisininelactol methyl ether"@en
DB06697	"beta-Artemether"@en
DB06697	"beta-Dihydroartemisinin methyl ether"@en
DB06697	"Dihydroartemisinin methyl ether"@en
DB06697	"Dihydroqinghaosu methyl ether"@en
DB06697	"Methyl-dihydroartemisinine"@en
DB06697	"SM-224"@en
DB01012	"(R)-alpha-Methyl-N-[3-[3-(trifluoromethyl)phenyl]propyl]-1-naphthalenemethane amine"@en
DB01012	"CNC"@en
DB01012	"Mimpara"@en
DB01012	"N-((1R)-1-(Naphthalen-1-yl)ethyl)-3-(3-(trifluoromethyl)phenyl)propan-1-amine"@en
DB00349	"1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine"@en
DB00349	"7-Chloro-1-methyl-5-phenyl-1,5-dihydro-benzo[b][1,4]diazepine-2,4-dione"@en
DB00349	"Clobazam"@en
DB00349	"Clobazamum"@en
DB00606	"6-chloro-3-(2-Norbornen-5-yl)-7-sulfamyl-3,4-dihydro-1,2,4-benzothiadiazine 1,1-dioxide"@en
DB00606	"6-chloro-3,4-dihydro-3-(2-Norbornen-5-yl)-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"@en
DB00606	"6-chloro-3,4-dihydro-3-(2-Norbornen-5-yl)-7-sulfamoyl-1,2,4-benzothiadiazine 1,1-dioxide"@en
DB00606	"6-chloro-3,4-dihydro-3-(5-Norbornen-2-yl)-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"@en
DB00606	"Ciclotiazida"@en
DB00606	"Ciclotiazide"@en
DB00606	"Cyclothiazide"@en
DB00606	"Cyclothiazidum"@en
DB00705	"(N-[2-[4-[3-(1-Methylethylamino)pyridin-2-yl]piperazin-1-yl]carbonyl-1H-indol-5-yl] methanesulfonamide)"@en
DB00705	"1-(3-((1-Methylethyl)amino)-2-pyridinyl)-4-((5-((methylsulfonyl)amino)-1H-indol-2-yl)carbonyl)piperazine"@en
DB00705	"2-(4-(5-Methanesulfonamido-1H-indol-2-ylcarbonyl)-1-piperazinyl)-N-(1-methylethyl)-3-pyridinamine"@en
DB00705	"Delavirdin"@en
DB00705	"Delavirdina"@en
DB00705	"Delavirdine"@en
DB00705	"Delavirdinum"@en
DB00705	"N-(2-(1-(3-(Isopropylamino)pyridin-2-yl)piperazine-4-carbonyl)-1H-indol-5-yl)methanesulfonamide"@en
DB00705	"N-{2-[4-(3-isopropylamino-pyridin-2-yl)-piperazine-1-carbonyl]-1H-indol-5-yl}-methanesulfonamide"@en
DB00757	"Dolasetron"@en
DB00757	"Dolasétron"@en
DB00757	"Dolasetronum"@en
DB00889	"BRL-43694"@en
DB00889	"Granisetron"@en
DB00889	"Granisetronum"@en
DB00889	"Sancuso"@en
DB00889	"SID90340785"@en
DB00774	"Dihydroflumethazide"@en
DB00774	"Hidroflumetiazid"@en
DB00774	"Hidroflumetiazida"@en
DB00774	"Hydrofluméthiazide"@en
DB00774	"Hydroflumethiazide"@en
DB00774	"Hydroflumethiazidum"@en
DB00774	"Idroflumetiazide"@en
DB00774	"Metforylthiadiazin"@en
DB00774	"Saluron"@en
DB00951	"4-pyridinecarbohydrazide"@en
DB00951	"INH"@en
DB00951	"Isoniazid"@en
DB00951	"Isonicotinic acid hydrazide"@en
DB00951	"Isonicotinic hydrazide"@en
DB00951	"Isonicotinohydrazide"@en
DB00951	"Isonicotinoylhydrazide"@en
DB00951	"Isonicotinsaeurehydrazid"@en
DB00951	"Isonicotinylhydrazine"@en
DB00951	"Pyridine-4-carboxylic acid hydrazide"@en
DB06708	"(+-)-2,7-Dichloro-9-((Z)-P-chlorobenzylidene)-alpha-((dibutylamino)methyl)fluorene-4-methanol"@en
DB06708	"2-Dibutylamino-1-[2,7-dichloro-9-(4-chloro-benzylidene)-9H-fluoren-4-yl]-ethanol"@en
DB06708	"2-Dibutylamino-1-{2,7-dichloro-9-[1-(4-chloro-phenyl)-meth-(Z)-ylidene]-9H-fluoren-4-yl}-ethanol"@en
DB06708	"Benflumetol"@en
DB06708	"DL-Benflumelol"@en
DB06708	"Lumefantrine"@en
DB08893	"Myrbetriq"@en
DB00704	"17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one"@en
