?drugid	?omimid
DB01083	omim:303110
DB01083	omim:601665
DB00252	omim:217200
DB00252	omim:115000
DB00252	omim:165199
DB00252	omim:104130
DB00126	omim:240400
DB00126	omim:206200
DB00126	omim:250790
DB00917	omim:231090
DB00929	omim:140600
DB00929	omim:190310
DB00114	omim:217200
DB00114	omim:239350
DB00115	omim:170900
DB00122	omim:140600
DB00122	omim:147530
DB00122	omim:165720
DB00122	omim:208230
DB00122	omim:607459
DB00122	omim:607850
DB00125	omim:220120
DB00182	omim:143465
DB00865	omim:264120
DB00865	omim:303110
DB00865	omim:601665
DB00188	omim:254500
DB01576	omim:143465
DB01576	omim:136200
DB01255	omim:143465
DB01255	omim:300494
DB01579	omim:264120
DB01579	omim:303110
DB01579	omim:601665
DB00191	omim:264120
DB00191	omim:303110
DB00191	omim:601665
DB00131	omim:194200
DB00136	omim:146255
DB00136	omim:277440
DB00136	omim:277460
DB00364	omim:161900
DB00364	omim:109350
DB00364	omim:190310
DB00140	omim:145590
DB00707	omim:133239
DB00153	omim:146255
DB00153	omim:277440
DB00153	omim:241519
DB00153	omim:259660
DB01174	omim:217200
DB01174	omim:190310
DB01174	omim:226150
DB01174	omim:121201
DB01174	omim:121200
DB01174	omim:143500
DB01174	omim:208085
DB01174	omim:218800
DB01174	omim:237450
DB01174	omim:237500
DB01174	omim:308600
DB01174	omim:608217
DB00795	omim:266600
DB00795	omim:104130
DB00160	omim:261515
DB00162	omim:115300
DB00162	omim:277350
DB00523	omim:148000
DB00307	omim:276300
DB00307	omim:254400
DB00982	omim:604416
DB00982	omim:601626
DB00165	omim:217200
DB00165	omim:239350
DB01351	omim:217200
DB01351	omim:239350
DB00653	omim:189800
DB00653	omim:217200
DB00653	omim:239350
DB00653	omim:127350
DB00653	omim:248190
DB00167	omim:225740
DB00167	omim:225755
DB00167	omim:260970
DB00167	omim:608033
DB00169	omim:166710
DB00169	omim:102500
DB00169	omim:266600
DB00199	omim:604416
DB01241	omim:144010
DB01241	omim:144650
DB01241	omim:260480
DB01167	omim:258360
DB01167	omim:114580
DB01167	omim:212050
DB01167	omim:602068
DB01063	omim:181500
DB00404	omim:167870
DB00404	omim:252320
DB00767	omim:145590
DB01156	omim:167870
DB01156	omim:143465
DB01156	omim:264120
DB00490	omim:167870
DB00490	omim:104130
DB00490	omim:156190
DB00490	omim:165150
DB00490	omim:259050
DB00490	omim:300232
DB00501	omim:264120
DB00501	omim:109350
DB00501	omim:190310
DB00501	omim:304790
DB00530	omim:144700
DB00933	omim:181500
DB00765	omim:171300
DB00904	omim:145590
DB00904	omim:164230
DB00904	omim:103780
DB01182	omim:607554
DB00908	omim:115000
DB00908	omim:607554
DB00908	omim:608583
DB00508	omim:147530
DB00508	omim:145590
DB00346	omim:600082
DB00346	omim:147530
DB00346	omim:200170
DB01143	omim:276300
DB00422	omim:143465
DB00820	omim:161900
DB00820	omim:178600
DB00440	omim:604416
DB00440	omim:208550
DB00440	omim:166760
DB00437	omim:310468
DB00437	omim:602068
DB00230	omim:147530
DB00230	omim:102300
DB00230	omim:165199
DB00179	omim:106400
DB00180	omim:208550
DB00180	omim:600807
DB00181	omim:147530
DB00181	omim:126200
DB00181	omim:128101
DB00181	omim:143100
DB00181	omim:189600
DB00181	omim:190400
DB00181	omim:601042
DB00181	omim:607225
DB00470	omim:109100
DB01017	omim:604416
DB00413	omim:125320
DB00413	omim:102300
DB00413	omim:168100
DB00413	omim:168600
DB00907	omim:147530
DB00907	omim:608088
DB00937	omim:264120
DB00937	omim:601665
DB00449	omim:601682
DB00449	omim:161900
DB00449	omim:137750
DB00449	omim:137760
DB00651	omim:208550
DB00651	omim:600807
DB00651	omim:210050
DB00736	omim:109350
DB00736	omim:190310
DB00736	omim:600263
DB00593	omim:217200
DB00983	omim:208550
DB00983	omim:600807
DB00983	omim:210050
DB01064	omim:208550
DB01064	omim:600807
DB01064	omim:115000
DB00448	omim:109350
DB00448	omim:190310
DB00448	omim:600263
DB00211	omim:157700
DB00211	omim:252320
DB00211	omim:146500
DB00816	omim:208550
DB00816	omim:600807
DB00816	omim:210050
DB00213	omim:109350
DB00213	omim:190310
DB00213	omim:600263
DB00397	omim:264120
DB00397	omim:303110
DB00397	omim:601665
DB00397	omim:608088
DB00397	omim:147540
DB01291	omim:208550
DB01291	omim:600807
DB00852	omim:145590
DB00852	omim:208550
DB00852	omim:600807
DB00852	omim:608088
DB01129	omim:109350
DB01129	omim:190310
DB01129	omim:600263
DB01001	omim:208550
DB01001	omim:600807
DB00938	omim:208550
DB00938	omim:600807
DB00871	omim:208550
DB00871	omim:600807
DB00871	omim:210050
DB00273	omim:147530
DB00273	omim:264120
DB00273	omim:157300
DB00273	omim:300125
DB00273	omim:308350
DB00273	omim:605021
DB00273	omim:607499
DB00909	omim:600131
DB00909	omim:604827
DB00909	omim:217200
DB00909	omim:239350
DB00909	omim:190300
DB00909	omim:208700
DB00909	omim:267740
DB00909	omim:300491
DB00909	omim:607628
DB00909	omim:607631
DB00909	omim:607681
DB00909	omim:607682
DB00909	omim:608105
DB00640	omim:194200
DB00186	omim:167870
DB00186	omim:189600
DB00186	omim:252320
DB00313	omim:217200
DB00313	omim:239350
DB00313	omim:104300
DB00313	omim:125320
DB00313	omim:605055
DB00313	omim:157300
DB00313	omim:300125
DB00313	omim:181500
DB00313	omim:104130
DB00989	omim:104300
DB00989	omim:125320
DB00989	omim:605055
DB00989	omim:168100
DB01045	omim:246300
DB00190	omim:125320
DB00190	omim:102300
DB00190	omim:168100
DB00190	omim:168600
DB00757	omim:145590
DB00889	omim:145590
DB00704	omim:103780
DB01427	omim:212110
DB01244	omim:161900
DB01244	omim:608622
DB00604	omim:304790
DB00216	omim:157300
DB00216	omim:300125
DB00216	omim:607498
DB00216	omim:607501
DB00216	omim:607508
DB00216	omim:607516
DB00996	omim:600131
DB00996	omim:604827
DB00996	omim:147530
DB00996	omim:102300
DB00996	omim:157300
DB00996	omim:165199
DB00996	omim:190300
DB00996	omim:144110
DB00996	omim:208700
DB00996	omim:267740
DB00996	omim:300491
DB00996	omim:607628
DB00996	omim:607631
DB00996	omim:607681
DB00996	omim:607682
DB00996	omim:608105
DB00884	omim:166710
DB00884	omim:167320
DB00884	omim:602080
DB00884	omim:102500
DB00203	omim:161900
DB00203	omim:178600
DB00342	omim:147540
DB00549	omim:208550
DB00843	omim:104300
DB00843	omim:125320
DB00843	omim:605055
DB00674	omim:104300
DB00674	omim:125320
DB00674	omim:605055
DB01400	omim:254200
DB01400	omim:157950
DB00545	omim:254200
DB00545	omim:252320
DB01128	omim:176807
DB00257	omim:114580
DB00257	omim:212050
DB00918	omim:157300
DB00248	omim:600634
DB00521	omim:161900
DB00521	omim:608622
DB00521	omim:137750
DB00320	omim:145590
DB00320	omim:157300
DB00320	omim:300125
DB00696	omim:157300
DB00696	omim:300125
DB00998	omim:157300
DB01210	omim:161900
DB01210	omim:137750
DB01210	omim:155100
DB01210	omim:231200
DB01210	omim:273800
DB01214	omim:601682
DB01214	omim:137750
DB01214	omim:137760
DB00952	omim:157300
DB00953	omim:157300
DB00669	omim:157300
DB00669	omim:300125
DB00315	omim:157300
DB00210	omim:604416
DB00630	omim:166710
DB00630	omim:167320
DB00630	omim:602080
DB00630	omim:102500
DB00630	omim:150600
DB00710	omim:166710
DB00710	omim:102500
DB00244	omim:266600
DB00282	omim:114480
DB00282	omim:143880
DB00282	omim:166710
DB00282	omim:167320
DB00282	omim:102500
DB00282	omim:254500
DB00282	omim:166300
DB00282	omim:276300
DB00282	omim:102400
DB01133	omim:167320
DB01133	omim:602080
DB00399	omim:143880
DB00399	omim:167320
DB00399	omim:602080
DB00399	omim:102500
DB00399	omim:254500
DB00399	omim:276300
DB00399	omim:605839
DB00218	omim:208550
DB00637	omim:147540
DB01194	omim:601682
DB01194	omim:161900
DB01194	omim:137750
DB01194	omim:137760
DB00927	omim:109350
DB00927	omim:190310
DB00927	omim:600263
DB00927	omim:304790
DB01259	omim:114480
DB01259	omim:276300
DB01002	omim:147530
DB00585	omim:109350
DB00585	omim:190310
DB00585	omim:600263
DB00585	omim:304790
DB00863	omim:109350
DB00863	omim:190310
DB00863	omim:304790
DB00706	omim:600082
DB00706	omim:147530
DB00706	omim:200170
DB00706	omim:310468
DB00221	omim:208550
DB00221	omim:600807
DB00221	omim:210050
DB00226	omim:161900
DB00226	omim:608622
DB00776	omim:600131
DB00776	omim:604827
DB00776	omim:217200
DB00776	omim:208700
DB00776	omim:267740
DB00776	omim:300491
DB00776	omim:607628
DB00776	omim:607631
DB00776	omim:607681
DB00776	omim:607682
DB00776	omim:608105
DB00316	omim:140600
DB00316	omim:147530
DB00316	omim:145590
DB00316	omim:157300
DB00316	omim:608088
DB00484	omim:601682
DB00484	omim:161900
DB00484	omim:137750
DB00484	omim:137760
DB00949	omim:102100
DB00883	omim:161900
DB00883	omim:178600
DB00883	omim:109350
DB00883	omim:608320
DB01020	omim:109350
DB01020	omim:608320
DB01113	omim:115000
DB01113	omim:179600
DB01113	omim:260570
DB00537	omim:145590
DB00537	omim:266600
DB00537	omim:208550
DB00537	omim:258360
DB00537	omim:166760
DB01327	omim:600803
DB00475	omim:103780
DB00475	omim:226150
DB01068	omim:140600
DB01068	omim:165720
DB01068	omim:208230
DB01068	omim:607459
DB01068	omim:607850
DB01068	omim:167870
DB01068	omim:102300
DB01068	omim:181500
DB01068	omim:102100
DB01068	omim:254770
DB01068	omim:254800
DB00822	omim:103780
DB00990	omim:114480
DB00650	omim:176800
DB00650	omim:259500
DB00650	omim:114500
DB00451	omim:138800
DB00451	omim:140300
DB00451	omim:255900
DB00451	omim:275000
DB00279	omim:138800
DB00279	omim:140300
DB00279	omim:255900
DB00279	omim:275000
DB01110	omim:114580
DB01110	omim:212050
DB01058	omim:181460
DB01080	omim:217200
DB01080	omim:308350
DB01080	omim:605021
DB00255	omim:276300
DB00721	omim:147530
DB00356	omim:147530
DB01219	omim:601367
DB01219	omim:126200
DB01219	omim:601042
DB01219	omim:607225
DB01219	omim:125310
DB01219	omim:540000
DB01219	omim:145600
DB01219	omim:154276
DB01219	omim:217150
DB01219	omim:238800
DB01189	omim:147530
DB01189	omim:161900
DB01189	omim:608622
DB00829	omim:217200
DB00829	omim:601042
DB00829	omim:156000
DB00494	omim:168100
DB00494	omim:168600
DB00754	omim:217200
DB00754	omim:239350
DB01221	omim:147530
DB01202	omim:600131
DB01202	omim:604827
DB01202	omim:217200
DB01202	omim:239350
DB01202	omim:300491
DB01202	omim:607628
DB01202	omim:607631
DB01202	omim:607681
DB01202	omim:607682
DB01202	omim:608105
DB00371	omim:145590
DB00371	omim:200170
DB00371	omim:601042
DB00906	omim:217200
DB00323	omim:168100
DB00323	omim:168600
DB01043	omim:104300
DB01043	omim:125320
DB01043	omim:605055
DB01070	omim:146255
DB01070	omim:241519
DB00763	omim:275000
DB00550	omim:275000
DB00744	omim:208550
DB00744	omim:600807
DB00286	omim:176807
DB00286	omim:601518
DB00286	omim:114480
DB00286	omim:102500
DB00286	omim:192000
DB00286	omim:215470
DB00286	omim:311360
DB00287	omim:601682
DB00287	omim:161900
DB00287	omim:137750
DB00287	omim:137760
DB00302	omim:134430
DB00302	omim:134500
DB00302	omim:134510
DB00302	omim:134520
DB00302	omim:227300
DB00787	omim:268320
DB00759	omim:604416
DB00759	omim:600263
DB00759	omim:137400
DB01217	omim:114480
DB01217	omim:174800
DB00308	omim:607554
DB00308	omim:608583
DB00869	omim:601682
DB00869	omim:161900
DB00869	omim:137750
DB00869	omim:137760
DB00357	omim:268320
DB01006	omim:114480
DB00353	omim:157300
DB00354	omim:145590
DB00532	omim:104130
DB01262	omim:247200
DB01262	omim:601004
DB00380	omim:225740
DB00380	omim:208750
DB00380	omim:212112
DB00380	omim:212130
DB00380	omim:212350
DB00380	omim:226000
DB00380	omim:305300
DB01099	omim:114580
DB01099	omim:212050
DB01165	omim:600263
DB01165	omim:166760
DB01137	omim:208550
DB01137	omim:166760
DB00481	omim:114480
DB00481	omim:166710
DB00481	omim:102500
DB00714	omim:168100
DB00714	omim:168600
DB00382	omim:104300
DB00382	omim:125320
DB00382	omim:605055
DB00385	omim:109800
DB00407	omim:188050
DB00471	omim:208550
DB00471	omim:600807
DB00471	omim:210050
DB00419	omim:230800
DB00915	omim:126200
DB00915	omim:168100
DB00915	omim:119500
DB01086	omim:147530
DB01086	omim:166760
DB00535	omim:208550
DB00535	omim:166760
DB00464	omim:192200
DB00527	omim:147530
DB00533	omim:157300
DB00536	omim:113610
DB00536	omim:218200
DB00536	omim:312910
DB00548	omim:604416
DB00580	omim:140600
DB00580	omim:165720
DB00580	omim:208230
DB00580	omim:607459
DB00580	omim:607850
DB00583	omim:212140
DB01039	omim:144010
DB01039	omim:144650
DB00636	omim:144650
DB00644	omim:146110
DB00647	omim:147530
DB00654	omim:601682
DB00654	omim:161900
DB00654	omim:137750
DB00654	omim:137760
DB00905	omim:601682
DB00905	omim:161900
DB00905	omim:137750
DB00905	omim:137760
DB00655	omim:215470
DB00655	omim:311360
DB00659	omim:103780
DB00716	omim:208550
DB00716	omim:600807
DB00733	omim:254200
DB00800	omim:161900
DB00800	omim:608622
DB00810	omim:125320
DB00810	omim:168100
DB00848	omim:276300
DB00868	omim:608088
DB00882	omim:270960
DB00898	omim:147530
DB00901	omim:208550
DB00901	omim:600807
DB00936	omim:604416
DB00936	omim:147530
DB00936	omim:106400
DB00936	omim:125600
DB00939	omim:147530
DB00947	omim:114480
DB00963	omim:212350
DB00963	omim:115645
DB00992	omim:106400
DB00995	omim:134750
DB01003	omim:208550
DB01003	omim:600807
DB01003	omim:191390
DB01014	omim:266600
DB01019	omim:109350
DB01019	omim:157950
DB01019	omim:191800
DB01085	omim:161900
DB01105	omim:264120
DB01105	omim:303110
DB01105	omim:601665
DB01122	omim:254200
DB01125	omim:607554
DB01157	omim:109100
DB01170	omim:161900
DB01170	omim:608622
DB01185	omim:114480
DB01185	omim:215470
DB01185	omim:241100
DB01186	omim:168100
DB01186	omim:168600
DB01188	omim:114580
DB01188	omim:125600
DB01216	omim:600082
DB01216	omim:147530
DB01216	omim:200170
DB01216	omim:104130
DB01216	omim:109200
DB01228	omim:115000
DB01231	omim:145590
DB01231	omim:156000
DB01260	omim:233810
DB01378	omim:109350
DB01378	omim:190310
DB01410	omim:208550
DB01677	omim:206200
DB03796	omim:115300
DB03796	omim:277350
DB03904	omim:173200
DB06285	omim:166710
DB06285	omim:102500
DB06285	omim:606842
