Disease1,Disease2,PHENO-SIM
109543,607516,0.0
109543,607508,0.0
109543,607501,0.0
109543,607498,0.0
109543,170900,0.0
109543,175100,0.0
109543,175505,0.0
109543,135550,0.0
109543,125700,0.0
109543,304900,0.0
109543,268320,0.0
109543,103100,0.0
109543,121200,0.0
109543,237500,0.0
109543,237450,0.0
109543,218800,0.0
109543,208085,0.0
109543,608217,0.0
109543,143500,0.0
109543,133690,0.0
109543,600803,0.0
109543,602522,0.0
109543,263800,0.0
109543,246400,0.0
109543,156000,0.0
109543,160300,0.0
109543,127750,0.0
109543,102400,0.0
109543,308350,0.0
109543,605021,0.0
109543,312910,0.0
109543,113610,0.0
109543,218200,0.0
109543,250790,0.0
109543,206200,0.0
109543,240400,0.0
109543,146110,0.0
109543,230800,0.0
109543,114550,0.0
109543,145600,0.0
109543,154276,0.0
109543,217150,0.0
109543,238800,0.0
109543,107650,0.0
109543,109200,0.0
109543,260570,0.0
109543,150699,0.0
109543,175510,0.0
109543,220120,0.0
109543,192200,0.0
109543,606798,0.0
109543,137400,0.0
109543,604278,0.0
109543,179800,0.0
109543,179830,0.0
109543,606842,0.0
109543,194200,0.0
109543,125852,0.0
109543,119500,0.0
109543,600634,0.0
109543,270960,0.0
109543,260480,0.0
109543,115645,0.0
109543,147480,0.0
109543,243200,0.0
109543,278200,0.0
109543,249100,0.0
109543,181460,0.0
109543,134750,0.0
126200,603165,0.0
126200,151590,0.0
126200,133600,0.0
126200,164230,0.0
126200,167870,0.0
126200,115000,0.0
126200,134510,0.0
126200,134520,0.0
126200,134430,0.0
126200,227300,0.0
126200,134500,0.0
126200,157950,0.0
126200,254200,0.0
126200,300494,0.0
126200,181500,0.0
126200,178600,0.0
126200,247640,0.0
126200,102500,0.0
126200,215470,0.0
126200,601518,0.0
126200,311360,0.0
126200,176807,0.0
126200,192000,0.0
126200,137750,0.0
126200,145500,0.0
126200,225755,0.0
126200,608033,0.0
126200,260970,0.0
126200,225740,0.0
126200,215140,0.0
126200,256370,0.0
126200,600351,0.0
126200,203700,0.0
126200,208300,0.0
126200,137800,0.0
126200,254500,0.0
126200,540000,0.0
126200,125310,0.0
126200,601367,0.0
126200,150600,0.0
126200,166710,0.0
126200,602080,0.0
126200,167320,0.0
126200,607459,0.0
126200,208230,0.0
126200,308205,0.0
126200,106400,0.0
126200,140600,0.0
126200,607850,0.0
126200,165720,0.0
126200,252320,0.0
126200,600808,0.0
126200,600631,0.0
126200,263300,0.0
126200,144700,0.0
126200,155601,0.0
126200,155600,0.0
126200,187950,0.0
126200,182280,0.0
126200,600082,0.0
126200,200170,0.0
126200,241100,0.0
126200,109350,0.0
126200,107320,0.0
126200,157300,0.0
126200,152700,0.0
126200,191390,0.0
126200,266600,0.0
126200,179600,0.0
126200,190400,0.0
126200,160750,0.0
126200,181000,0.0
126200,601608,0.0
126200,153880,0.0
126200,233810,0.0
126200,223350,0.0
126200,166760,0.0
126200,125853,0.0
126200,125851,0.0
126200,600496,0.0
126200,125850,0.0
126200,212350,0.0
126200,212112,0.0
126200,212130,0.0
126200,208750,0.0
126200,226000,0.0
126200,246300,0.0
126200,188050,0.0
126200,146255,0.0
126200,601626,0.0
126200,208920,0.0
126200,133239,0.0
126200,246470,0.0
126200,259500,0.0
126200,231090,0.0
126200,268220,0.0
126200,114500,0.0
126200,137215,0.0
126200,109800,0.0
126200,143880,0.0
126200,166300,0.0
126200,114580,0.0
126200,212050,0.0
126200,125320,0.0
126200,168600,0.0
126200,190310,0.0
126200,168100,0.0
126200,107550,0.0
126200,226150,0.0
126200,158280,0.0
126200,256700,0.0
126200,188470,0.0
126200,211980,0.0
126200,194070,0.0
126200,600263,0.0
126200,176800,0.0
126200,184700,0.0
126200,254800,0.0
126200,102100,0.0
126200,254770,0.0
126200,605055,0.0
126200,606703,0.0
126200,277460,0.0
126200,266120,0.0
126200,230450,0.0
126200,104300,0.0
126200,231900,0.0
126200,608583,0.0
126200,608088,0.0
126200,165199,0.0
126200,247200,0.0
126200,601004,0.0
126200,138800,0.0
126200,275000,0.0
126200,140300,0.0
126200,264120,0.0
126200,303110,0.0
126200,601665,0.0
126200,147540,0.0
126200,103780,0.0
126200,601682,0.0
126200,137760,0.0
126200,131300,0.0
126200,144650,0.0
126200,144010,0.0
126200,310468,0.0
126200,115195,0.0
126200,254450,0.0
126200,248190,0.0
126200,189800,0.0
126200,174800,0.0
126200,604416,0.0
126200,146500,0.0
126200,140850,0.0
126200,110100,0.0
126200,300125,0.0
126200,157700,0.0
126200,109100,0.0
126200,277440,0.0
126200,241519,0.0
126200,182830,0.0
126200,602068,0.0
126200,300232,0.0
126200,259050,0.0
126200,165150,0.0
126200,156190,0.0
126200,104130,0.0
126200,304790,0.0
126200,146850,0.0
126200,205700,0.0
126200,607499,0.0
126200,607685,0.0
126200,131440,0.0
126200,145200,0.0
126200,145100,0.0
126200,182000,0.0
126200,277350,0.0
126200,115300,0.0
126200,173200,0.0
126200,148100,0.0
126200,608320,0.0
126200,128101,0.0
126200,607225,0.0
126200,143100,0.0
126200,189600,0.0
126200,131200,0.0
126200,121201,0.0
126200,132100,0.0
126200,132090,0.0
126200,132300,0.0
126200,212140,0.0
126200,607516,0.0
126200,607508,0.0
126200,607501,0.0
126200,607498,0.0
126200,170900,0.0
126200,175100,0.0
126200,175505,0.0
126200,135550,0.0
126200,125700,0.0
126200,304900,0.0
126200,268320,0.0
126200,103100,0.0
126200,121200,0.0
126200,237500,0.0
126200,237450,0.0
126200,218800,0.0
126200,208085,0.0
126200,608217,0.0
126200,143500,0.0
126200,133690,0.0
126200,600803,0.0
126200,602522,0.0
126200,263800,0.0
126200,246400,0.0
126200,156000,0.0
126200,160300,0.0
126200,127750,0.0
126200,102400,0.0
126200,308350,0.0
126200,605021,0.0
126200,312910,0.0
126200,113610,0.0
126200,218200,0.0
126200,250790,0.0
126200,206200,0.0
126200,240400,0.0
126200,146110,0.0
126200,230800,0.0
126200,114550,0.0
126200,145600,0.0
126200,154276,0.0
126200,217150,0.0
126200,238800,0.0
126200,107650,0.0
126200,109200,0.0
126200,260570,0.0
126200,150699,0.0
126200,175510,0.0
126200,220120,0.0
126200,192200,0.0
126200,606798,0.0
126200,137400,0.0
126200,604278,0.0
126200,179800,0.0
126200,179830,0.0
126200,606842,0.0
126200,194200,0.0
126200,125852,0.0
126200,119500,0.0
126200,600634,0.0
126200,270960,0.0
126200,260480,0.0
126200,115645,0.0
126200,147480,0.0
126200,243200,0.0
126200,278200,0.0
126200,249100,0.0
126200,181460,0.0
126200,134750,0.0
603165,151590,0.0
603165,133600,0.0
603165,164230,0.0
603165,167870,0.0
603165,115000,0.0
603165,134510,0.0
603165,134520,0.0
603165,134430,0.0
603165,227300,0.0
603165,134500,0.0
603165,157950,0.0
603165,254200,0.0
603165,300494,0.0
603165,181500,0.0
603165,178600,0.0
603165,247640,0.0
603165,102500,0.0
603165,215470,0.0
603165,601518,0.0
603165,311360,0.0
603165,176807,0.0
603165,192000,0.0
603165,137750,0.0
603165,145500,0.0
603165,225755,0.0
603165,608033,0.0
603165,260970,0.0
603165,225740,0.0
603165,215140,0.0
603165,256370,0.0
603165,600351,0.0
603165,203700,0.0
603165,208300,0.0
603165,137800,0.0
603165,254500,0.0
603165,540000,0.0
603165,125310,0.0
603165,601367,0.0
603165,150600,0.0
603165,166710,0.0
603165,602080,0.0
603165,167320,0.0
603165,607459,0.0
603165,208230,0.0
603165,308205,0.0
603165,106400,0.0
603165,140600,0.0
603165,607850,0.0
603165,165720,0.0
603165,252320,0.0
603165,600808,0.0
603165,600631,0.0
603165,263300,0.0
603165,144700,0.0
603165,155601,0.0
603165,155600,0.0
603165,187950,0.0
603165,182280,0.0
603165,600082,0.0
603165,200170,0.0
603165,241100,0.0
603165,109350,0.0
603165,107320,0.0
603165,157300,0.0
603165,152700,0.0
603165,191390,0.0
603165,266600,0.0
603165,179600,0.0
603165,190400,0.0
603165,160750,0.0
603165,181000,0.0
603165,601608,0.0
603165,153880,0.0
603165,233810,0.0
603165,223350,0.0
603165,166760,0.0
603165,125853,0.0
603165,125851,0.0
603165,600496,0.0
603165,125850,0.0
603165,212350,0.0
603165,212112,0.0
603165,212130,0.0
603165,208750,0.0
603165,226000,0.0
603165,246300,0.0
603165,188050,0.0
603165,146255,0.0
603165,601626,0.0
603165,208920,0.0
603165,133239,0.0
603165,246470,0.0
603165,259500,0.0
603165,231090,0.0
603165,268220,0.0
603165,114500,0.0
603165,137215,0.0
603165,109800,0.0
603165,143880,0.0
603165,166300,0.0
603165,114580,0.0
603165,212050,0.0
603165,125320,0.0
603165,168600,0.0
603165,190310,0.0
603165,168100,0.0
603165,107550,0.0
603165,226150,0.0
603165,158280,0.0
603165,256700,0.0
603165,188470,0.0
603165,211980,0.0
603165,194070,0.0
603165,600263,0.0
603165,176800,0.0
603165,184700,0.0
603165,254800,0.0
603165,102100,0.0
603165,254770,0.0
603165,605055,0.0
603165,606703,0.0
603165,277460,0.0
603165,266120,0.0
603165,230450,0.0
603165,104300,0.0
603165,231900,0.0
603165,608583,0.0
603165,608088,0.0
603165,165199,0.0
603165,247200,0.0
603165,601004,0.0
603165,138800,0.0
603165,275000,0.0
603165,140300,0.0
603165,264120,0.0
603165,303110,0.0
603165,601665,0.0
603165,147540,0.0
603165,103780,0.0
603165,601682,0.0
603165,137760,0.0
603165,131300,0.0
603165,144650,0.0
603165,144010,0.0
603165,310468,0.0
603165,115195,0.0
603165,254450,0.0
603165,248190,0.0
603165,189800,0.0
603165,174800,0.0
603165,604416,0.0
603165,146500,0.0
603165,140850,0.0
603165,110100,0.0
603165,300125,0.0
603165,157700,0.0
603165,109100,0.0
603165,277440,0.0
603165,241519,0.0
603165,182830,0.0
603165,602068,0.0
603165,300232,0.0
603165,259050,0.0
603165,165150,0.0
603165,156190,0.0
603165,104130,0.0
603165,304790,0.0
603165,146850,0.0
603165,205700,0.0
603165,607499,0.0
603165,607685,0.0
603165,131440,0.0
603165,145200,0.0
603165,145100,0.0
603165,182000,0.0
603165,277350,0.0
603165,115300,0.0
603165,173200,0.0
603165,148100,0.0
603165,608320,0.0
603165,128101,0.0
603165,607225,0.0
603165,143100,0.0
603165,189600,0.0
603165,131200,0.0
603165,121201,0.0
603165,132100,0.0
603165,132090,0.0
603165,132300,0.0
603165,212140,0.0
603165,607516,0.0
603165,607508,0.0
603165,607501,0.0
603165,607498,0.0
603165,170900,0.0
603165,175100,0.0
603165,175505,0.0
603165,135550,0.0
603165,125700,0.0
603165,304900,0.0
603165,268320,0.0
603165,103100,0.0
603165,121200,0.0
603165,237500,0.0
603165,237450,0.0
603165,218800,0.0
603165,208085,0.0
603165,608217,0.0
603165,143500,0.0
603165,133690,0.0
603165,600803,0.0
603165,602522,0.0
603165,263800,0.0
603165,246400,0.0
603165,156000,0.0
603165,160300,0.0
603165,127750,0.0
603165,102400,0.0
603165,308350,0.0
603165,605021,0.0
603165,312910,0.0
603165,113610,0.0
603165,218200,0.0
603165,250790,0.0
603165,206200,0.0
603165,240400,0.0
603165,146110,0.0
603165,230800,0.0
603165,114550,0.0
603165,145600,0.0
603165,154276,0.0
603165,217150,0.0
603165,238800,0.0
603165,107650,0.0
603165,109200,0.0
603165,260570,0.0
603165,150699,0.0
603165,175510,0.0
603165,220120,0.0
603165,192200,0.0
603165,606798,0.0
603165,137400,0.0
603165,604278,0.0
603165,179800,0.0
603165,179830,0.0
603165,606842,0.0
603165,194200,0.0
603165,125852,0.0
603165,119500,0.0
603165,600634,0.0
603165,270960,0.0
603165,260480,0.0
603165,115645,0.0
603165,147480,0.0
603165,243200,0.0
603165,278200,0.0
603165,249100,0.0
603165,181460,0.0
603165,134750,0.0
151590,133600,0.0
151590,164230,0.0
151590,167870,0.0
151590,115000,0.0
151590,134510,0.0
151590,134520,0.0
151590,134430,0.0
151590,227300,0.0
151590,134500,0.0
151590,157950,0.0
151590,254200,0.0
151590,300494,0.0
151590,181500,0.0
151590,178600,0.0
151590,247640,0.0
151590,102500,0.0
151590,215470,0.0
151590,601518,0.0
151590,311360,0.0
151590,176807,0.0
151590,192000,0.0
151590,137750,0.0
151590,145500,0.0
151590,225755,0.0
151590,608033,0.0
151590,260970,0.0
151590,225740,0.0
151590,215140,0.0
151590,256370,0.0
151590,600351,0.0
151590,203700,0.0
151590,208300,0.0
151590,137800,0.0
151590,254500,0.0
151590,540000,0.0
151590,125310,0.0
151590,601367,0.0
151590,150600,0.0
151590,166710,0.0
151590,602080,0.0
151590,167320,0.0
151590,607459,0.0
151590,208230,0.0
151590,308205,0.0
151590,106400,0.0
151590,140600,0.0
151590,607850,0.0
151590,165720,0.0
151590,252320,0.0
151590,600808,0.0
151590,600631,0.0
151590,263300,0.0
151590,144700,0.0
151590,155601,0.0
151590,155600,0.0
151590,187950,0.0
151590,182280,0.0
151590,600082,0.0
151590,200170,0.0
151590,241100,0.0
151590,109350,0.0
151590,107320,0.0
151590,157300,0.0
151590,152700,0.0
151590,191390,0.0
151590,266600,0.0
151590,179600,0.0
151590,190400,0.0
151590,160750,0.0
151590,181000,0.0
151590,601608,0.0
151590,153880,0.0
151590,233810,0.0
151590,223350,0.0
151590,166760,0.0
151590,125853,0.0
151590,125851,0.0
151590,600496,0.0
151590,125850,0.0
151590,212350,0.0
151590,212112,0.0
151590,212130,0.0
151590,208750,0.0
151590,226000,0.0
151590,246300,0.0
151590,188050,0.0
151590,146255,0.0
151590,601626,0.0
151590,208920,0.0
151590,133239,0.0
151590,246470,0.0
151590,259500,0.0
151590,231090,0.0
151590,268220,0.0
151590,114500,0.0
151590,137215,0.0
151590,109800,0.0
151590,143880,0.0
151590,166300,0.0
151590,114580,0.0
151590,212050,0.0
151590,125320,0.0
151590,168600,0.0
151590,190310,0.0
151590,168100,0.0
151590,107550,0.0
151590,226150,0.0
151590,158280,0.0
151590,256700,0.0
151590,188470,0.0
151590,211980,0.0
151590,194070,0.0
151590,600263,0.0
151590,176800,0.0
151590,184700,0.0
151590,254800,0.0
151590,102100,0.0
151590,254770,0.0
151590,605055,0.0
151590,606703,0.0
151590,277460,0.0
151590,266120,0.0
151590,230450,0.0
151590,104300,0.0
151590,231900,0.0
151590,608583,0.0
151590,608088,0.0
151590,165199,0.0
151590,247200,0.0
151590,601004,0.0
151590,138800,0.0
151590,275000,0.0
151590,140300,0.0
151590,264120,0.0
151590,303110,0.0
151590,601665,0.0
151590,147540,0.0
151590,103780,0.0
151590,601682,0.0
151590,137760,0.0
151590,131300,0.0
151590,144650,0.0
151590,144010,0.0
151590,310468,0.0
151590,115195,0.0
151590,254450,0.0
151590,248190,0.0
151590,189800,0.0
151590,174800,0.0
151590,604416,0.0
151590,146500,0.0
151590,140850,0.0
151590,110100,0.0
151590,300125,0.0
151590,157700,0.0
151590,109100,0.0
151590,277440,0.0
151590,241519,0.0
151590,182830,0.0
151590,602068,0.0
151590,300232,0.0
151590,259050,0.0
151590,165150,0.0
151590,156190,0.0
151590,104130,0.0
151590,304790,0.0
151590,146850,0.0
151590,205700,0.0
151590,607499,0.0
151590,607685,0.0
151590,131440,0.0
151590,145200,0.0
151590,145100,0.0
151590,182000,0.0
151590,277350,0.0
151590,115300,0.0
151590,173200,0.0
151590,148100,0.0
151590,608320,0.0
151590,128101,0.0
151590,607225,0.0
151590,143100,0.0
151590,189600,0.0
151590,131200,0.0
151590,121201,0.0
151590,132100,0.0
151590,132090,0.0
151590,132300,0.0
151590,212140,0.0
151590,607516,0.0
151590,607508,0.0
151590,607501,0.0
151590,607498,0.0
151590,170900,0.0
151590,175100,0.0
151590,175505,0.0
151590,135550,0.0
151590,125700,0.0
151590,304900,0.0
151590,268320,0.0
151590,103100,0.0
151590,121200,0.0
151590,237500,0.0
151590,237450,0.0
151590,218800,0.0
151590,208085,0.0
151590,608217,0.0
151590,143500,0.0
151590,133690,0.0
151590,600803,0.0
151590,602522,0.0
151590,263800,0.0
151590,246400,0.0
151590,156000,0.0
151590,160300,0.0
151590,127750,0.0
151590,102400,0.0
151590,308350,0.0
151590,605021,0.0
151590,312910,0.0
151590,113610,0.0
151590,218200,0.0
151590,250790,0.0
151590,206200,0.0
151590,240400,0.0
151590,146110,0.0
151590,230800,0.0
151590,114550,0.0
151590,145600,0.0
151590,154276,0.0
151590,217150,0.0
151590,238800,0.0
151590,107650,0.0
151590,109200,0.0
151590,260570,0.0
151590,150699,0.0
151590,175510,0.0
151590,220120,0.0
151590,192200,0.0
151590,606798,0.0
151590,137400,0.0
151590,604278,0.0
151590,179800,0.0
151590,179830,0.0
151590,606842,0.0
151590,194200,0.0
151590,125852,0.0
151590,119500,0.0
151590,600634,0.0
151590,270960,0.0
151590,260480,0.0
151590,115645,0.0
151590,147480,0.0
151590,243200,0.0
151590,278200,0.0
151590,249100,0.0
151590,181460,0.0
151590,134750,0.0
133600,164230,0.0
133600,167870,0.0
133600,115000,0.0
133600,134510,0.0
133600,134520,0.0
133600,134430,0.0
133600,227300,0.0
133600,134500,0.0
133600,157950,0.0
133600,254200,0.0
133600,300494,0.0
133600,181500,0.0
133600,178600,0.0
133600,247640,0.0
133600,102500,0.0
133600,215470,0.0
133600,601518,0.0
133600,311360,0.0
133600,176807,0.0
133600,192000,0.0
133600,137750,0.0
133600,145500,0.0
133600,225755,0.0
133600,608033,0.0
133600,260970,0.0
133600,225740,0.0
133600,215140,0.0
133600,256370,0.0
133600,600351,0.0
133600,203700,0.0
133600,208300,0.0
133600,137800,0.0
133600,254500,0.0
133600,540000,0.0
133600,125310,0.0
133600,601367,0.0
133600,150600,0.0
133600,166710,0.0
133600,602080,0.0
133600,167320,0.0
133600,607459,0.0
133600,208230,0.0
133600,308205,0.0
133600,106400,0.0
133600,140600,0.0
133600,607850,0.0
133600,165720,0.0
133600,252320,0.0
133600,600808,0.0
133600,600631,0.0
133600,263300,0.0
133600,144700,0.0
133600,155601,0.0
133600,155600,0.0
133600,187950,0.0
133600,182280,0.0
133600,600082,0.0
133600,200170,0.0
133600,241100,0.0
133600,109350,0.0
133600,107320,0.0
133600,157300,0.0
133600,152700,0.0
133600,191390,0.0
133600,266600,0.0
133600,179600,0.0
133600,190400,0.0
133600,160750,0.0
133600,181000,0.0
133600,601608,0.0
133600,153880,0.0
133600,233810,0.0
133600,223350,0.0
133600,166760,0.0
133600,125853,0.0
133600,125851,0.0
133600,600496,0.0
133600,125850,0.0
133600,212350,0.0
133600,212112,0.0
133600,212130,0.0
133600,208750,0.0
133600,226000,0.0
133600,246300,0.0
133600,188050,0.0
133600,146255,0.0
133600,601626,0.0
133600,208920,0.0
133600,133239,0.0
133600,246470,0.0
133600,259500,0.0
133600,231090,0.0
133600,268220,0.0
133600,114500,0.0
133600,137215,0.0
133600,109800,0.0
133600,143880,0.0
133600,166300,0.0
133600,114580,0.0
133600,212050,0.0
133600,125320,0.0
133600,168600,0.0
133600,190310,0.0
133600,168100,0.0
133600,107550,0.0
133600,226150,0.0
133600,158280,0.0
133600,256700,0.0
133600,188470,0.0
133600,211980,0.0
133600,194070,0.0
133600,600263,0.0
133600,176800,0.0
133600,184700,0.0
133600,254800,0.0
133600,102100,0.0
133600,254770,0.0
133600,605055,0.0
133600,606703,0.0
133600,277460,0.0
133600,266120,0.0
133600,230450,0.0
133600,104300,0.0
133600,231900,0.0
133600,608583,0.0
133600,608088,0.0
133600,165199,0.0
133600,247200,0.0
133600,601004,0.0
133600,138800,0.0
133600,275000,0.0
133600,140300,0.0
133600,264120,0.0
133600,303110,0.0
133600,601665,0.0
133600,147540,0.0
133600,103780,0.0
133600,601682,0.0
133600,137760,0.0
133600,131300,0.0
133600,144650,0.0
133600,144010,0.0
133600,310468,0.0
133600,115195,0.0
133600,254450,0.0
133600,248190,0.0
133600,189800,0.0
133600,174800,0.0
133600,604416,0.0
133600,146500,0.0
133600,140850,0.0
133600,110100,0.0
133600,300125,0.0
133600,157700,0.0
133600,109100,0.0
133600,277440,0.0
133600,241519,0.0
133600,182830,0.0
133600,602068,0.0
133600,300232,0.0
133600,259050,0.0
133600,165150,0.0
133600,156190,0.0
133600,104130,0.0
133600,304790,0.0
133600,146850,0.0
133600,205700,0.0
133600,607499,0.0
133600,607685,0.0
133600,131440,0.0
133600,145200,0.0
133600,145100,0.0
133600,182000,0.0
133600,277350,0.0
133600,115300,0.0
133600,173200,0.0
133600,148100,0.0
133600,608320,0.0
133600,128101,0.0
133600,607225,0.0
133600,143100,0.0
133600,189600,0.0
133600,131200,0.0
133600,121201,0.0
133600,132100,0.0
133600,132090,0.0
133600,132300,0.0
133600,212140,0.0
133600,607516,0.0
133600,607508,0.0
133600,607501,0.0
133600,607498,0.0
133600,170900,0.0
133600,175100,0.0
133600,175505,0.0
133600,135550,0.0
133600,125700,0.0
133600,304900,0.0
133600,268320,0.0
133600,103100,0.0
133600,121200,0.0
133600,237500,0.0
133600,237450,0.0
133600,218800,0.0
133600,208085,0.0
133600,608217,0.0
133600,143500,0.0
133600,133690,0.0
133600,600803,0.0
133600,602522,0.0
133600,263800,0.0
133600,246400,0.0
133600,156000,0.0
133600,160300,0.0
133600,127750,0.0
133600,102400,0.0
133600,308350,0.0
133600,605021,0.0
133600,312910,0.0
133600,113610,0.0
133600,218200,0.0
133600,250790,0.0
133600,206200,0.0
133600,240400,0.0
133600,146110,0.0
133600,230800,0.0
133600,114550,0.0
133600,145600,0.0
133600,154276,0.0
133600,217150,0.0
133600,238800,0.0
133600,107650,0.0
133600,109200,0.0
133600,260570,0.0
133600,150699,0.0
133600,175510,0.0
133600,220120,0.0
133600,192200,0.0
133600,606798,0.0
133600,137400,0.0
133600,604278,0.0
133600,179800,0.0
133600,179830,0.0
133600,606842,0.0
133600,194200,0.0
133600,125852,0.0
133600,119500,0.0
133600,600634,0.0
133600,270960,0.0
133600,260480,0.0
133600,115645,0.0
133600,147480,0.0
133600,243200,0.0
133600,278200,0.0
133600,249100,0.0
133600,181460,0.0
133600,134750,0.0
164230,167870,0.0
164230,115000,0.0
164230,134510,0.0
164230,134520,0.0
164230,134430,0.0
164230,227300,0.0
164230,134500,0.0
164230,157950,0.0
164230,254200,0.0
164230,300494,0.0
164230,181500,0.0
164230,178600,0.0
164230,247640,0.0
164230,102500,0.0
164230,215470,0.0
164230,601518,0.0
164230,311360,0.0
164230,176807,0.0
164230,192000,0.0
164230,137750,0.0
164230,145500,0.0
164230,225755,0.0
164230,608033,0.0
164230,260970,0.0
164230,225740,0.0
164230,215140,0.0
164230,256370,0.0
164230,600351,0.0
164230,203700,0.0
164230,208300,0.0
164230,137800,0.0
164230,254500,0.0
164230,540000,0.0
164230,125310,0.0
164230,601367,0.0
164230,150600,0.0
164230,166710,0.0
164230,602080,0.0
164230,167320,0.0
164230,607459,0.0
164230,208230,0.0
164230,308205,0.0
164230,106400,0.0
164230,140600,0.0
164230,607850,0.0
164230,165720,0.0
164230,252320,0.0
164230,600808,0.0
164230,600631,0.0
164230,263300,0.0
164230,144700,0.0
164230,155601,0.0
164230,155600,0.0
164230,187950,0.0
164230,182280,0.0
164230,600082,0.0
164230,200170,0.0
164230,241100,0.0
164230,109350,0.0
164230,107320,0.0
164230,157300,0.0
164230,152700,0.0
164230,191390,0.0
164230,266600,0.0
164230,179600,0.0
164230,190400,0.0
164230,160750,0.0
164230,181000,0.0
164230,601608,0.0
164230,153880,0.0
164230,233810,0.0
164230,223350,0.0
164230,166760,0.0
164230,125853,0.0
164230,125851,0.0
164230,600496,0.0
164230,125850,0.0
164230,212350,0.0
164230,212112,0.0
164230,212130,0.0
164230,208750,0.0
164230,226000,0.0
164230,246300,0.0
164230,188050,0.0
164230,146255,0.0
164230,601626,0.0
164230,208920,0.0
164230,133239,0.0
164230,246470,0.0
164230,259500,0.0
164230,231090,0.0
164230,268220,0.0
164230,114500,0.0
164230,137215,0.0
164230,109800,0.0
164230,143880,0.0
164230,166300,0.0
164230,114580,0.0
164230,212050,0.0
164230,125320,0.0
164230,168600,0.0
164230,190310,0.0
164230,168100,0.0
164230,107550,0.0
164230,226150,0.0
164230,158280,0.0
164230,256700,0.0
164230,188470,0.0
164230,211980,0.0
164230,194070,0.0
164230,600263,0.0
164230,176800,0.0
164230,184700,0.0
164230,254800,0.0
164230,102100,0.0
164230,254770,0.0
164230,605055,0.0
164230,606703,0.0
164230,277460,0.0
164230,266120,0.0
164230,230450,0.0
164230,104300,0.0
164230,231900,0.0
164230,608583,0.0
164230,608088,0.0
164230,165199,0.0
164230,247200,0.0
164230,601004,0.0
164230,138800,0.0
164230,275000,0.0
164230,140300,0.0
164230,264120,0.0
164230,303110,0.0
164230,601665,0.0
164230,147540,0.0
164230,103780,0.0
164230,601682,0.0
164230,137760,0.0
164230,131300,0.0
164230,144650,0.0
164230,144010,0.0
164230,310468,0.0
164230,115195,0.0
164230,254450,0.0
164230,248190,0.0
164230,189800,0.0
164230,174800,0.0
164230,604416,0.0
164230,146500,0.0
164230,140850,0.0
164230,110100,0.0
164230,300125,0.0
164230,157700,0.0
164230,109100,0.0
164230,277440,0.0
164230,241519,0.0
164230,182830,0.0
164230,602068,0.0
164230,300232,0.0
164230,259050,0.0
164230,165150,0.0
164230,156190,0.0
164230,104130,0.0
164230,304790,0.0
164230,146850,0.0
164230,205700,0.0
164230,607499,0.0
164230,607685,0.0
164230,131440,0.0
164230,145200,0.0
164230,145100,0.0
164230,182000,0.0
164230,277350,0.0
164230,115300,0.0
164230,173200,0.0
164230,148100,0.0
164230,608320,0.0
164230,128101,0.0
164230,607225,0.0
164230,143100,0.0
164230,189600,0.0
164230,131200,0.0
164230,121201,0.0
164230,132100,0.0
164230,132090,0.0
164230,132300,0.0
164230,212140,0.0
164230,607516,0.0
164230,607508,0.0
164230,607501,0.0
164230,607498,0.0
164230,170900,0.0
164230,175100,0.0
164230,175505,0.0
164230,135550,0.0
164230,125700,0.0
164230,304900,0.0
164230,268320,0.0
164230,103100,0.0
164230,121200,0.0
164230,237500,0.0
164230,237450,0.0
164230,218800,0.0
164230,208085,0.0
164230,608217,0.0
164230,143500,0.0
164230,133690,0.0
164230,600803,0.0
164230,602522,0.0
164230,263800,0.0
164230,246400,0.0
164230,156000,0.0
164230,160300,0.0
164230,127750,0.0
164230,102400,0.0
164230,308350,0.0
164230,605021,0.0
164230,312910,0.0
164230,113610,0.0
164230,218200,0.0
164230,250790,0.0
164230,206200,0.0
164230,240400,0.0
164230,146110,0.0
164230,230800,0.0
164230,114550,0.0
164230,145600,0.0
164230,154276,0.0
164230,217150,0.0
164230,238800,0.0
164230,107650,0.0
164230,109200,0.0
164230,260570,0.0
164230,150699,0.0
164230,175510,0.0
164230,220120,0.0
164230,192200,0.0
164230,606798,0.0
164230,137400,0.0
164230,604278,0.0
164230,179800,0.0
164230,179830,0.0
164230,606842,0.0
164230,194200,0.0
164230,125852,0.0
164230,119500,0.0
164230,600634,0.0
164230,270960,0.0
164230,260480,0.0
164230,115645,0.0
164230,147480,0.0
164230,243200,0.0
164230,278200,0.0
164230,249100,0.0
164230,181460,0.0
164230,134750,0.0
167870,115000,0.0
167870,134510,0.0
167870,134520,0.0
167870,134430,0.0
167870,227300,0.0
167870,134500,0.0
167870,157950,0.0
167870,254200,0.0
167870,300494,0.0
167870,181500,0.0
167870,178600,0.0
167870,247640,0.0
167870,102500,0.0
167870,215470,0.0
167870,601518,0.0
167870,311360,0.0
167870,176807,0.0
167870,192000,0.0
167870,137750,0.0
167870,145500,0.0
167870,225755,0.0
167870,608033,0.0
167870,260970,0.0
167870,225740,0.0
167870,215140,0.0
167870,256370,0.0
167870,600351,0.0
167870,203700,0.0
167870,208300,0.0
167870,137800,0.0
167870,254500,0.0
167870,540000,0.0
167870,125310,0.0
167870,601367,0.0
167870,150600,0.0
167870,166710,0.0
167870,602080,0.0
167870,167320,0.0
167870,607459,0.0
